MobilePhoneList [2009-06-29 08:00:00] By http://ke-tai.org/
"連番","メーカ名","機種名","機種略名","ユーザエージェント","タイプ１","タイプ２","ブラウザ幅(x)","ブラウザ高さ(y)","表示カラー数","ブラウザキャッシュ","GIF","JPG","PNG","Flash","Flashバージョン","Flashワークメモリ","Javaアプリ","BREW","HTML","SSL","ログイン","クッキー","CSS","GPS","発売日","備考","更新状況メモ","更新日"
"127","DoCoMo","P900i","P900i","DoCoMo/2.0 P900i","FOMA","5.0","240","266","65536","100","1","1","0","1","1.0","1024","1","0","1","1","1","0","","","2004-02","","","2009-02-04 10:55:31"
"128","DoCoMo","SH900i","SH900i","DoCoMo/2.0 SH900i","FOMA","5.0","240","252","","100","1","1","0","1","1.0","1000","1","0","1","1","1","0","","","2004-03","","","2008-01-16 19:58:05"
"129","DoCoMo","F900iT","F900iT","DoCoMo/2.0 F900iT","FOMA","5.0","230","240","","100","1","1","0","1","1.0","1000","1","0","1","1","1","0","","","2004-06","","","2008-01-16 19:58:31"
"130","DoCoMo","P900iV","P900iV","DoCoMo/2.0 P900iV","FOMA","5.0","240","266","","100","1","1","0","1","1.0","1024","1","0","1","1","1","0","","","2004-06","","","2008-01-16 19:58:50"
"131","DoCoMo","N900iS","N900iS","DoCoMo/2.0 N900iS","FOMA","5.0","240","269","65536","100","1","1","0","1","1.0","1024","1","0","1","1","1","0","","","2004-06","","","2008-01-16 19:59:13"
"132","DoCoMo","D900i","D900i","DoCoMo/2.0 D900i","FOMA","5.0","240","270","","100","1","1","0","1","1.0","1024","1","0","1","1","1","0","","","2004-06","","","2008-01-16 19:59:25"
"133","DoCoMo","F900iC","F900iC","DoCoMo/2.0 F900iC","FOMA","5.0","230","240","","100","1","1","0","1","1.0","1000","1","0","1","1","1","0","","","2004-08","","","2008-01-16 19:59:38"
"134","DoCoMo","N900iL","N900iL","DoCoMo/2.0 N900iL","FOMA","5.0","240","269","65536","100","1","1","0","1","1.0","1024","1","0","1","1","1","0","","","2004-11","","","2008-01-16 19:59:51"
"135","DoCoMo","N900iG","N900iG","DoCoMo/2.0 N900iG","FOMA","5.0","240","269","65536","100","1","1","0","1","1.0","1024","1","0","1","1","1","0","","","2004-12","","","2008-01-16 20:00:03"
"136","DoCoMo","F880iES (FOMAらくらくホン)","F880iES","DoCoMo/2.0 F880iES","FOMA","5.0","240","256","65536","100","1","1","0","0","","","0","0","1","1","1","0","","","2004-09","","","2008-01-17 14:28:24"
"137","DoCoMo","SH901iC","SH901iC","DoCoMo/2.0 SH901iC","FOMA","5.0","240","252","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2004-12","","","2008-01-17 14:28:24"
"138","DoCoMo","F901iC","F901iC","DoCoMo/2.0 F901iC","FOMA","5.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2004-12","","","2008-01-17 14:28:24"
"139","DoCoMo","N901iC","N901iC","DoCoMo/2.0 N901iC","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2005-01","","","2008-01-17 14:28:24"
"140","DoCoMo","D901i","D901i","DoCoMo/2.0 D901i","FOMA","5.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-02","","","2008-01-17 14:28:24"
"141","DoCoMo","P901i","P901i","DoCoMo/2.0 P901i","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-02","","","2008-01-17 14:28:24"
"142","DoCoMo","SH901iS","SH901iS","DoCoMo/2.0 SH901iS","FOMA","5.0","240","252","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2005-06","","","2009-01-21 11:55:09"
"143","DoCoMo","F901iS","F901iS","DoCoMo/2.0 F901iS","FOMA","5.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","1","","2005-06","","","2008-01-17 14:28:24"
"144","DoCoMo","D901iS","D901iS","DoCoMo/2.0 D901iS","FOMA","5.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-06","","","2008-01-17 14:28:24"
"145","DoCoMo","P901iS","P901iS","DoCoMo/2.0 P901iS","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-06","","","2008-08-01 17:39:55"
"146","DoCoMo","N901iS","N901iS","DoCoMo/2.0 N901iS","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2005-06","","","2008-01-17 14:28:24"
"147","DoCoMo","P901iTV","P901iTV","DoCoMo/2.0 P901iTV","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-03","","","2008-01-17 14:28:25"
"148","DoCoMo","F700i","F700i","DoCoMo/2.0 F700i","FOMA","5.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-02","","","2008-01-17 14:28:24"
"149","DoCoMo","SH700i","SH700i","DoCoMo/2.0 SH700i","FOMA","5.0","240","252","","100","1","1","1","1","1.1","2048","1","0","1","1","1","0","","","2005-02","","","2008-09-09 11:33:40"
"150","DoCoMo","N700i","N700i","DoCoMo/2.0 N700i","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2005-03","","","2008-01-17 14:28:24"
"151","DoCoMo","P700i","P700i","DoCoMo/2.0 P700i","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-03","","","2008-01-17 14:28:24"
"152","DoCoMo","F700iS","F700iS","DoCoMo/2.0 F700iS","FOMA","5.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-07","","","2008-01-17 14:28:24"
"153","DoCoMo","SH700iS","SH700iS","DoCoMo/2.0 SH700iS","FOMA","5.0","240","252","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2005-07","","","2008-01-17 14:28:24"
"154","DoCoMo","SA700iS","SA700iS","DoCoMo/2.0 SA700iS","FOMA","5.0","240","252","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2005-10","","","2008-01-17 14:28:25"
"155","DoCoMo","SH851i (DOLCE)","SH851i","DoCoMo/2.0 SH851i","FOMA","5.0","240","252","","100","1","1","0","1","1.1","2048","0","0","1","1","1","0","","","2005-08","","","2008-01-17 14:28:25"
"156","DoCoMo","P851i (prosolid II)","P851i","DoCoMo/2.0 P851i","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2000","0","0","1","1","1","0","","","2005-11","","","2008-01-17 14:28:25"
"157","DoCoMo","F881iES (FOMAらくらくホンII)","F881iES","DoCoMo/2.0 F881iES","FOMA","5.0","240","256","65536","100","1","1","0","1","","","0","0","1","1","1","0","","","2005-08","","","2008-01-17 14:28:25"
"158","DoCoMo","D701i","D701i","DoCoMo/2.0 D701i","FOMA","5.0","230","240","65536","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-09","","","2008-01-17 14:28:25"
"159","DoCoMo","N701i","N701i","DoCoMo/2.0 N701i","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2005-09","","","2008-01-17 14:28:25"
"160","DoCoMo","P701iD","P701iD","DoCoMo/2.0 P701iD","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-10","","","2008-01-17 14:28:25"
"161","DoCoMo","D701iWM (Music Porter II)","D701iWM","DoCoMo/2.0 D701iWM","FOMA","5.0","230","240","65536","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-12","","","2008-01-17 14:28:25"
"162","DoCoMo","N701iECO","N701iECO","DoCoMo/2.0 N701iECO","FOMA","5.0","240","270","65536","100","1","1","0","1","1.1","2048","1","0","1","0","1","0","","","2006-03","","","2008-01-17 14:28:25"
"163","DoCoMo","SA800i (キッズケータイ)","SA800i","DoCoMo/2.0 SA800i","FOMA","5.0","240","252","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2006-03","","","2008-01-17 14:28:25"
"164","DoCoMo","L600i (SIMPURE L)","L600i","DoCoMo/2.0 L600i","FOMA","5.0","170","189","65536","100","1","1","0","0","","","1","0","1","1","1","0","","","2006-04","","","2008-01-17 14:28:25"
"165","DoCoMo","N600i (SIMPURE N)","N600i","DoCoMo/2.0 N600i","FOMA","5.0","176","180","65536","100","1","1","0","0","","","1","0","1","1","1","0","","","2006-04","","","2008-01-17 14:28:25"
"166","DoCoMo","L601i (SIMPURE L1)","L601i","DoCoMo/2.0 L601i","FOMA","5.0","170","189","65536","100","1","1","0","0","","","1","0","1","1","1","0","","","2006-11","","","2008-01-17 14:28:25"
"167","DoCoMo","M702iS","M702iS","DoCoMo/2.0 M702iS","FOMA","5.0","240","267","","100","1","1","0","1","1.1","600","1","0","1","1","1","0","","","2006-12","","","2008-01-17 14:28:25"
"168","DoCoMo","M702iG","M702iG","DoCoMo/2.0 M702iG","FOMA","5.0","240","267","","100","1","1","0","1","1.1","600","1","0","1","1","1","0","","","2006-12","","","2008-01-17 14:28:25"
"169","DoCoMo","L602i (SIMPURE L2)","L602i","DoCoMo/2.0 L602i","FOMA","5.0","170","189","65536","100","1","1","0","0","","","1","0","1","1","1","0","","","2007-06","","","2008-01-17 14:28:25"
"170","DoCoMo","F902i","F902i","DoCoMo/2.0 F902i","FOMA","6.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-11","","","2009-05-22 17:13:05"
"171","DoCoMo","D902i","D902i","DoCoMo/2.0 D902i","FOMA","6.0","230","320","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2005-11","","","2008-01-17 14:28:25"
"172","DoCoMo","N902i","N902i","DoCoMo/2.0 N902i","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2005-11","","","2008-07-15 23:10:37"
"173","DoCoMo","P902i","P902i","DoCoMo/2.0 P902i","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","1","","2005-12","","","2009-02-19 12:11:05"
"174","DoCoMo","SH902i","SH902i","DoCoMo/2.0 SH902i","FOMA","6.0","240","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2005-12","","","2009-02-05 04:27:51"
"175","DoCoMo","SO902i","SO902i","DoCoMo/2.0 SO902i","FOMA","6.0","240","256","262144","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","1","","2006-03","","表示カラー数：from [不明] to [262144]\n参考：http://k-tai.impress.co.jp/cda/article/news_toppage/28056.html","2009-03-20 10:43:30"
"176","DoCoMo","SH902iS","SH902iS","DoCoMo/2.0 SH902iS","FOMA","6.0","240","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2006-05","","","2008-01-17 14:28:25"
"177","DoCoMo","P902iS","P902iS","DoCoMo/2.0 P902iS","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-06","","","2008-01-17 14:28:25"
"178","DoCoMo","N902iS","N902iS","DoCoMo/2.0 N902iS","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2006-06","","","2008-01-17 14:28:25"
"179","DoCoMo","D902iS","D902iS","DoCoMo/2.0 D902iS","FOMA","6.0","230","320","","100","0","0","0","1","1.1","2000","1","0","1","1","1","0","0","","2006-06","","","2009-01-19 11:44:07"
"180","DoCoMo","F902iS","F902iS","DoCoMo/2.0 F902iS","FOMA","6.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","1","","2006-06","","","2008-01-17 14:28:25"
"181","DoCoMo","SO902iWP+","SO902iWP+","DoCoMo/2.0 SO902iWP+","FOMA","6.0","240","256","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-06","","","2008-01-17 14:28:25"
"182","DoCoMo","SH902iSL (DOLCE SL)","SH902iSL","DoCoMo/2.0 SH902iSL","FOMA","6.0","240","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2006-07","","","2008-01-17 14:28:25"
"183","DoCoMo","N902iX (N902iX HIGH-SPEED)","N902iX","DoCoMo/2.0 N902iX","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2006-08","","","2008-01-17 14:28:25"
"184","DoCoMo","N902iL","N902iL","DoCoMo/2.0 N902iL","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"185","DoCoMo","P702i","P702i","DoCoMo/2.0 P702i","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-02","","","2008-01-17 14:28:25"
"186","DoCoMo","N702iD","N702iD","DoCoMo/2.0 N702iD","FOMA","6.0","240","270","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2006-02","","","2008-01-17 14:28:25"
"187","DoCoMo","F702iD","F702iD","DoCoMo/2.0 F702iD","FOMA","6.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-02","","","2008-01-17 14:28:25"
"188","DoCoMo","SH702iD","SH702iD","DoCoMo/2.0 SH702iD","FOMA","6.0","240","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2006-02","","","2009-06-17 10:51:44"
"189","DoCoMo","D702i","D702i","DoCoMo/2.0 D702i","FOMA","6.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-03","","","2008-09-09 11:34:52"
"190","DoCoMo","SO702i","SO702i","DoCoMo/2.0 SO702i","FOMA","6.0","240","256","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-05","","","2008-01-17 14:28:25"
"191","DoCoMo","D702iBCL","D702iBCL","DoCoMo/2.0 D702iBCL","FOMA","6.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-06","","","2008-01-17 14:28:25"
"192","DoCoMo","SA702i","SA702i","DoCoMo/2.0 SA702i","FOMA","6.0","240","252","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2006-07","","","2008-01-17 14:28:25"
"193","DoCoMo","SH702iS","SH702iS","DoCoMo/2.0 SH702iS","FOMA","6.0","240","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2006-07","","","2008-01-17 14:28:25"
"194","DoCoMo","N702iS","N702iS","DoCoMo/2.0 N702iS","FOMA","6.0","240","270","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2006-08","","","2008-01-17 14:28:25"
"195","DoCoMo","P702iD","P702iD","DoCoMo/2.0 P702iD","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-08","","","2008-01-17 14:28:25"
"196","DoCoMo","D702iF","D702iF","DoCoMo/2.0 D702iF","FOMA","6.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-09","","","2008-01-17 14:28:25"
"197","DoCoMo","D851iWM (Music Porter X)","D851iWM","DoCoMo/2.0 D851iWM","FOMA","6.0","230","320","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2006-04","","","2008-01-17 14:28:25"
"198","DoCoMo","F882iES (FOMAらくらくホンIII)","F882iES","DoCoMo/2.0 F882iES","FOMA","6.0","240","256","65536","100","1","1","0","1","1.1","2000","0","0","1","1","1","0","","","2006-09","","","2008-01-17 14:28:25"
"199","DoCoMo","N601i (SIMPURE N1)","N601i","DoCoMo/2.0 N601i","FOMA","6.0","240","270","65536","100","1","1","0","1","1.1","2048","0","0","1","1","1","0","","","2006-12","","","2008-01-17 14:28:25"
"200","DoCoMo","D800iDS","D800iDS","DoCoMo/2.0 D800iDS","FOMA","6.0","230","240","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"201","DoCoMo","F883i (らくらくホン ベーシック)","F883i","DoCoMo/2.0 F883i","FOMA","6.0","240","256","65536","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2007-04","","","2009-02-19 13:16:07"
"202","DoCoMo","P703iμ","P703imyu","DoCoMo/2.0 P703imyu","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"203","DoCoMo","P704iμ","P704imyu","DoCoMo/2.0 P704imyu","FOMA","6.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-07","","","2008-01-17 14:28:25"
"204","DoCoMo","SH903i","SH903i","DoCoMo/2.0 SH903i","FOMA","7.0","240","320","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2006-10","","","2009-02-04 14:25:18"
"205","DoCoMo","P903i","P903i","DoCoMo/2.0 P903i","FOMA","7.0","240","270","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","1","","2006-11","","","2008-09-28 02:10:14"
"206","DoCoMo","N903i","N903i","DoCoMo/2.0 N903i","FOMA","7.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","1","2006-11","","","2008-02-01 20:59:21"
"207","DoCoMo","D903i","D903i","DoCoMo/2.0 D903i","FOMA","7.0","230","320","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","1","2006-11","","","2008-01-25 18:00:50"
"208","DoCoMo","F903i","F903i","DoCoMo/2.0 F903i","FOMA","7.0","230","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2006-11","","","2008-01-17 14:28:25"
"209","DoCoMo","SO903i","SO903i","DoCoMo/2.0 SO903i","FOMA","7.0","240","368","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","1","2006-11","","","2008-02-27 17:52:28"
"210","DoCoMo","D903iTV","D903iTV","DoCoMo/2.0 D903iTV","FOMA","7.0","230","320","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"211","DoCoMo","F903iX (F903iX HIGH-SPEED)","F903iX","DoCoMo/2.0 F903iX","FOMA","7.0","230","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"212","DoCoMo","P903iTV","P903iTV","DoCoMo/2.0 P903iTV","FOMA","7.0","240","350","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-02","","","2008-06-13 10:41:40"
"213","DoCoMo","SH903iTV","SH903iTV","DoCoMo/2.0 SH903iTV","FOMA","7.0","240","320","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"214","DoCoMo","F903iBSC","F903iBSC","DoCoMo/2.0 F903iBSC","FOMA","7.0","230","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-03","","","2008-01-17 14:28:25"
"215","DoCoMo","SO903iTV","SO903iTV","DoCoMo/2.0 SO903iTV","FOMA","7.0","240","368","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-06","","","2008-12-16 11:31:16"
"216","DoCoMo","P903iX","P903iX","DoCoMo/2.0 P903iX","FOMA","7.0","240","270","","100","1","1","1","1","1.1","2000","1","0","1","1","1","1","","","2007-04","","","2008-12-04 17:59:12"
"217","DoCoMo","N703iD","N703iD","DoCoMo/2.0 N703iD","FOMA","7.0","240","270","","100","0","0","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-01","","","2009-01-22 11:32:33"
"218","DoCoMo","F703i","F703i","DoCoMo/2.0 F703i","FOMA","7.0","230","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"219","DoCoMo","P703i","P703i","DoCoMo/2.0 P703i","FOMA","7.0","240","270","","100","1","1","0","1","1.1","2000","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"220","DoCoMo","D703i","D703i","DoCoMo/2.0 D703i","FOMA","7.0","230","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"221","DoCoMo","SH703i","SH703i","DoCoMo/2.0 SH703i","FOMA","7.0","240","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-02","","","2008-02-12 15:09:23"
"222","DoCoMo","N703iμ","N703imyu","DoCoMo/2.0 N703imyu","FOMA","7.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-02","","","2009-02-24 14:40:18"
"223","DoCoMo","SO703i","SO703i","DoCoMo/2.0 SO703i","FOMA","7.0","240","368","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-02","","","2008-01-17 14:28:25"
"224","DoCoMo","SH904i","SH904i","DoCoMo/2.0 SH904i","FOMA","7.0","240","320","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","1","2007-05","","","2008-04-04 01:44:23"
"225","DoCoMo","N904i","N904i","DoCoMo/2.0 N904i","FOMA","7.0","240","352","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-05","","","2008-01-17 14:28:25"
"226","DoCoMo","F904i","F904i","DoCoMo/2.0 F904i","FOMA","7.0","240","352","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-06","","","2008-04-21 15:24:50"
"227","DoCoMo","D904i","D904i","DoCoMo/2.0 D904i","FOMA","7.0","240","320","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-06","","","2009-04-01 20:14:43"
"228","DoCoMo","P904i","P904i","DoCoMo/2.0 P904i","FOMA","7.0","240","350","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-06","","","2009-05-20 21:35:17"
"229","DoCoMo","SO704i","SO704i","DoCoMo/2.0 SO704i","FOMA","7.0","240","368","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-07","","","2008-01-17 14:28:25"
"230","DoCoMo","F704i","F704i","DoCoMo/2.0 F704i","FOMA","7.0","230","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","0","2007-07","","","2008-09-30 16:17:47"
"231","DoCoMo","N704iμ","N704imyu","DoCoMo/2.0 N704imyu","FOMA","7.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-07","","","2008-01-17 14:28:25"
"232","DoCoMo","SH704i","SH704i","DoCoMo/2.0 SH704i","FOMA","7.0","240","320","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-07","","","2008-01-17 14:28:25"
"233","DoCoMo","D704i","D704i","DoCoMo/2.0 D704i","FOMA","7.0","230","240","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","","","2007-08","","","2008-01-17 14:28:25"
"234","DoCoMo","P704i","P704i","DoCoMo/2.0 P704i","FOMA","7.0","240","270","","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","","2007-08","","","2008-12-26 15:26:34"
"235","DoCoMo","F883iES (らくらくホンIV)","F883iES","DoCoMo/2.0 F883iES","FOMA","7.0","240","256","65536","100","1","1","0","1","1.1","2000","0","0","1","1","1","0","","","2007-08","","","2008-01-17 14:28:25"
"236","DoCoMo","F801i (キッズケータイ)","F801i","DoCoMo/2.0 F801i","FOMA","7.0","240","352","65536","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","1","2007-12","","","2008-01-16 21:23:16"
"237","DoCoMo","L704i","L704i","DoCoMo/2.0 L704i","FOMA","6.0","240","280","262144","100","1","1","0","1","1.1","3072","1","0","1","1","1","0","1","","2007-10","","","2008-02-04 22:59:22"
"238","DoCoMo","SH905i","SH905i","DoCoMo/2.0 SH905i","FOMA","7.1","240","320","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","","2007-11","","","2009-01-27 12:10:30"
"239","DoCoMo","D905i","D905i","DoCoMo/2.0 D905i","FOMA","7.1","240","352","","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","","2007-11","","","2008-06-03 12:51:20"
"240","DoCoMo","N905i","N905i","DoCoMo/2.0 N905i","FOMA","7.1","240","320","","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","","","2009-06-17 14:26:39"
"241","DoCoMo","P905i","P905i","DoCoMo/2.0 P905i","FOMA","7.1","240","350","","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","","2007-11","","","2009-05-14 11:44:37"
"242","DoCoMo","F905i","F905i","DoCoMo/2.0 F905i","FOMA","7.1","240","352","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","","2007-11","","","2009-04-10 16:05:51"
"243","DoCoMo","SO905i","SO905i","DoCoMo/2.0 SO905i","FOMA","7.1","240","368","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","","","2009-03-05 11:19:13"
"244","DoCoMo","N905iμ","N905imyu","DoCoMo/2.0 N905imyu","FOMA","7.1","240","320","","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","","2007-11","","","2009-04-08 12:47:12"
"245","DoCoMo","N905iBiz","N905iBiz","DoCoMo/2.0 N905iBiz","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-12","","","2008-01-17 18:54:38"
"246","DoCoMo","F705i","F705i","DoCoMo/2.0 F705i","FOMA","7.0","240","352","262114","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","0","2008-01","","","2009-05-27 17:28:55"
"247","DoCoMo","SH905iTV","SH905iTV","DoCoMo/2.0 SH905iTV","FOMA","7.1","240","320","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","1","1","0","2008-01","横画面時のサイズは240×240","","2008-01-24 17:27:42"
"248","DoCoMo","P705i","P705i","DoCoMo/2.0 P705i","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","1","1","0","2008-01","","","2008-02-03 20:45:54"
"249","DoCoMo","D705i","D705i","DoCoMo/2.0 D705i","FOMA","7.0","240","320","262144","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","0","2008-01","","","2008-01-31 20:01:54"
"250","DoCoMo","D705iμ","D705imyu","DoCoMo/2.0 D705imyu","FOMA","7.0","240","240","262144","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","0","2008-01","","","2008-06-20 17:37:13"
"251","DoCoMo","N705i","N705i","DoCoMo/2.0 N705i","FOMA","7.1","240","320","242144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-04-21 09:52:00"
"252","DoCoMo","SO905iCS","SO905iCS","DoCoMo/2.0 SO905iCS","FOMA","7.1","240","368","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2008-02","","","2009-06-15 17:40:08"
"253","DoCoMo","SH705i","SH705i","DoCoMo/2.0 SH705i","FOMA","7.0","240","320","262144","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","0","2008-02","","","2009-05-08 16:08:38"
"254","DoCoMo","N705iμ","N705imyu","DoCoMo/2.0 N705imyu","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2008-02-20 21:43:08"
"255","DoCoMo","P705iμ","P705imyu","DoCoMo/2.0 P705imyu","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-04-15 11:31:27"
"256","DoCoMo","L705i","L705i","DoCoMo/2.0 L705i","FOMA","6.0","240","280","262144","100","1","1","0","1","1.1","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-05-05 01:05:06"
"257","DoCoMo","SO705i","SO705i","DoCoMo/2.0 SO705i","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2008-02-23 12:41:17"
