MobilePhoneList [2009-06-29 08:00:00] By http://ke-tai.org/
"連番","メーカ名","機種名","機種略名","ユーザエージェント","タイプ１","タイプ２","ブラウザ幅(x)","ブラウザ高さ(y)","表示カラー数","ブラウザキャッシュ","GIF","JPG","PNG","Flash","Flashバージョン","Flashワークメモリ","Javaアプリ","BREW","HTML","SSL","ログイン","クッキー","CSS","GPS","発売日","備考","更新状況メモ","更新日"
"258","DoCoMo","P905iTV","P905iTV","DoCoMo/2.0 P905iTV","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-04-06 14:55:58"
"259","DoCoMo","L705iX","L705iX","DoCoMo/2.0 L705iX","FOMA","6.0","240","280","262144","100","1","1","0","1","1.1","3072","1","0","1","1","1","0","1","0","2008-03","","","2008-03-13 10:52:44"
"260","DoCoMo","PROSOLID μ","P705iCL","DoCoMo/2.0 P705iCL","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-03","","","2009-04-08 12:46:23"
"261","DoCoMo","NM705i","NM705i","DoCoMo/2.0 NM705i","FOMA","4.0","231","235","16777216","100","1","1","0","0","","","1","0","1","1","1","0","1","0","2008-03","280","","2009-01-12 14:03:44"
"262","DoCoMo","SH706ie","SH706ie","DoCoMo/2.0 SH706ie","FOMA","7.0","240","320","262144","100","","","","","","","","","","","","","","","2007-08","","","2009-05-25 17:24:38"
"263","DoCoMo","F905iBiz","F905iBiz","DoCoMo/2.0 F905iBiz","FOMA","","","","","","","","","","","","","","","","","","","","2007-12","","","2009-05-25 18:03:37"
"264","DoCoMo","F884i","F884i","DoCoMo/2.0 F884i","FOMA","7.1","240","364","262144","100","","","","","3.0","","","","","","","","","","2008-04","","","2009-05-25 17:34:08"
"265","DoCoMo","F883iESS","F883iESS","DoCoMo/2.0 F883iESS","FOMA","7.0","240","256","65536","100","","","","1","","","","","","","","","","","2008-04","","","2009-05-25 17:56:03"
"266","DoCoMo","SH705iII","SH705iII","DoCoMo/2.0 SH705i2","FOMA","","","","","","","","","","","","","","","","","","","","2008-04","","","2009-05-25 17:20:12"
"267","DoCoMo","SO906i","SO906i","DoCoMo/2.0 SO906i","FOMA","7.2","240","368","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2008-06","","","2009-05-25 17:04:20"
"268","DoCoMo","P906i","P906i","DoCoMo/2.0 P906i","FOMA","7.2","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2008-06","","","2009-04-20 14:13:54"
"269","DoCoMo","SH906i","SH906i","DoCoMo/2.0 SH906i","FOMA","7.2","240","320","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2008-06","","","2009-03-25 16:10:26"
"270","DoCoMo","N906iμ","N906imyu","DoCoMo/2.0 N906imyu","FOMA","7.2","240","320","262144","100","","","","","3.0","","","","","","","","","","2008-06","","","2009-05-25 16:56:26"
"271","DoCoMo","F906i","F906i","DoCoMo/2.0 F906i","FOMA","7.2","240","352","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2008-06","","","2009-05-25 16:52:47"
"272","DoCoMo","N906i","N906i","DoCoMo/2.0 N906i","FOMA","7.2","240","320","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-06","","","2009-05-25 16:58:46"
"273","DoCoMo","N906iL","N906iL","DoCoMo/2.0 N906iL","FOMA","7.1","240","320","262144","100","","","","","3.0","","","","","","","","","","2008-06","","","2009-05-25 17:39:10"
"274","DoCoMo","SH906iTV","SH906iTV","DoCoMo/2.0 SH906iTV","FOMA","7.2","240","320","16777216","100","","","","","3.0","","","","","","","","","","2008-06","","","2009-05-25 17:02:01"
"275","DoCoMo","F706i","F706i","DoCoMo/2.0 F706i","FOMA","7.2","240","352","262144","100","","","","","3.0","","","","","","","","","","2008-06","","","2009-05-25 16:55:11"
"276","DoCoMo","SH706i","SH706i","DoCoMo/2.0 SH706i","FOMA","7.2","240","320","16777216","100","","","","","3.0","","","","","","","","","","2008-06","","","2009-05-25 16:59:15"
"277","DoCoMo","P706iμ","P706imyu","DoCoMo/2.0 P706imyu","FOMA","7.1","240","350","262144","100","","","","","3.0","","","","","","","","","","2008-07","","","2009-05-25 17:04:40"
"278","DoCoMo","N706i","N706i","DoCoMo/2.0 N706i","FOMA","7.1","240","320","262144","100","","","","","3.0","","","","","","","","","","2008-07","","","2009-05-25 16:57:53"
"279","DoCoMo","SO706i","SO706i","DoCoMo/2.0 SO706i","FOMA","7.1","240","320","262144","100","","","","","3.0","","","","","","","","","","2008-07","","","2009-05-25 17:13:31"
"280","DoCoMo","F884iES","F884iES","DoCoMo/2.0 F884iES","FOMA","7.1","240","282","262144","100","","","","","3.0","","","","","","","","","","2008-08","","","2009-05-25 17:39:23"
"281","DoCoMo","L706ie","L706ie","DoCoMo/2.0 L706ie","FOMA","","","","","","","","","","","","","","","","","","","","2008-08","","","2009-05-25 17:58:11"
"282","DoCoMo","N706ie","N706ie","DoCoMo/2.0 N706ie","FOMA","7.1","240","320","262144","100","","","","","","","","","","","","","","","2008-08","","","2009-05-25 17:22:10"
"283","DoCoMo","N706iII","N706iII","DoCoMo/2.0 N706i2","FOMA","7.1","240","320","262144","100","","","","","","","","","","","","","","","2008-08","","","2009-05-25 17:10:13"
"284","DoCoMo","NM706i","NM706i","DoCoMo/2.0 NM706i","FOMA","","","","","","","","","","","","","","","","","","","","2008-08","","","2009-05-25 17:38:49"
"285","DoCoMo","P706ie","P706ie","DoCoMo/2.0 P706ie","FOMA","7.2","240","350","262144","100","","","","","","","","","","","","","","","2008-08","","","2009-05-25 17:16:55"
"286","DoCoMo","SH706iw","SH706iw","DoCoMo/2.0 SH706iw","FOMA","7.2","240","320","16777216","100","","","","","","","","","","","","","","","2008-09","","","2009-05-25 17:17:21"
"287","DoCoMo","F-01A","F01A","DoCoMo/2.0 F01A","FOMA","7.2","240","352","16777216","100","1","1","0","1","","","","","","","","0","0","","2008-11","","","2009-06-02 17:13:38"
"288","DoCoMo","N-01A","N01A","DoCoMo/2.0 N01A","FOMA","7.2","240","320","262144","100","1","1","0","1","3.0","","1","1","1","1","1","0","1","1","2008-11","","","2009-05-25 18:08:35"
"289","DoCoMo","N-02A","N02A","DoCoMo/2.0 N02A","FOMA","7.2","240","320","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-11","","","2009-06-25 15:28:17"
"290","DoCoMo","N-03A","N03A","DoCoMo/2.0 N03A","FOMA","7.1","240","320","262144","100","","","","","","","","","","","","","","","2008-11","","","2009-06-09 11:58:58"
"291","DoCoMo","P-01A","P01A","DoCoMo/2.0 P01A","FOMA","7.2","240","350","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-11","","","2009-05-25 18:07:49"
"292","DoCoMo","SH-01A","SH01A","DoCoMo/2.0 SH01A","FOMA","7.2","480","854","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2008-11","","","2009-06-15 16:21:02"
"293","DoCoMo","F-02A","F02A","DoCoMo/2.0 F02A","FOMA","7.2","240","352","262144","100","","","","","","","","","","","","","","","2008-12","","","2009-05-25 17:01:13"
"294","DoCoMo","SH-02A","SH02A","DoCoMo/2.0 SH02A","FOMA","7.2","240","320","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2008-12","","","2009-06-19 14:57:01"
"295","DoCoMo","P-03A","P03A","DoCoMo/2.0 P03A","FOMA","7.2","240","350","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-12","","","2009-06-01 20:57:56"
"296","DoCoMo","SH-03A","SH03A","DoCoMo/2.0 SH03A","FOMA","7.2","240","320","16777216","100","1","1","0","1","3.0","","","","","","","0","1","1","2008-12","","","2009-03-25 16:27:36"
"297","DoCoMo","N-06A","N06A","DoCoMo/2.0 N06A3","FOMA","7.2","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2009-01","","","2009-05-28 20:20:12"
"298","DoCoMo","F-03A","F03A","DoCoMo/2.0 F03A","FOMA","7.2","240","352","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2009-01","","","2009-05-25 17:14:00"
"299","DoCoMo","p-02A","P02A","DoCoMo/2.0 P02A","FOMA","","","","","","1","1","0","1","3.0","","","","","","","0","1","","2009-01","","","2009-05-31 15:41:57"
"300","DoCoMo","SH-04A","SH04A","DoCoMo/2.0 SH04A","FOMA","7.2","240","320","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2009-02","","","2009-05-25 18:10:05"
"301","DoCoMo","F-04A","F04A","DoCoMo/2.0 F04A","FOMA","7.2","240","352","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2009-02","","","2009-05-25 17:21:43"
"302","DoCoMo","N-04A","N04A","DoCoMo/2.0 N04A","FOMA","7.2","240","320","262114","","1","1","0","1","3.0","","1","","1","1","1","0","1","0","2009-02","","","2009-06-18 18:31:51"
"303","DoCoMo","P-07A","P07A","DoCoMo/2.0 P07A","FOMA","","","","","","","","","","","","","1","1","","","","","","2009-05","","","2009-05-25 18:22:33"
"304","DoCoMo","N-06A2","N-06A2","DoCoMo/2.0 N06A2","FOMA","7.2","240","320","262144","500","1","1","1","1","3.0","3072","1","0","1","1","1","0","1","0","2009-05","","","2009-05-26 15:47:48"
"305","DoCoMo","F501i","F501i_mMVF001","DoCoMo/1.0/F501i_mMVF001","mova","","","","","","","","","","","","","","","","","","","","","","","2008-12-24 02:26:13"
"306","DoCoMo","F883iS","F883iS","DoCoMo/2.0 F883iS","FOMA","6.0","240","256","65536","100","","","","","","","","","","","","","","","","","","2009-03-25 16:34:36"
"307","DoCoMo","L852i","L852i","DoCoMo/2.0 L852i","FOMA","","","","","","","","","","","","","","","","","","","","","","","2008-12-24 02:26:14"
"308","DoCoMo","P502i","P502i_mEB-PD555","DoCoMo/1.0/P502i_mEB-PD555","mova","","","","","","","","","","","","","","","","","","","","","","","2008-12-24 02:26:14"
"309","DoCoMo","P506iCII","P506iCII","DoCoMo/1.0/P506iC","mova","","","","","20","","","","","","","","","","","","","","","","","","2009-06-20 00:18:09"
"310","DoCoMo","SH505i","SH505i2","DoCoMo/1.0/SH505i2","mova","","","","","","","","","","","","","","","","","","","","","","","2008-12-24 02:26:14"
"311","DoCoMo","DoCoMo公式","DoCoMo公式","DoCoMo/2.0 i-robot(c10;TC)","不明","","","","","","1","1","1","1","","","","","","","","","","","","","","2009-04-24 10:26:13"
"312","DoCoMo","","P06A","DoCoMo/2.0 P06A","FOMA","","","","","","1","1","0","1","3.0","","","","","","","0","1","","","","","2009-04-21 15:48:52"
"313","DoCoMo","","P04A","DoCoMo/2.0 P04A","FOMA","","","","","","1","1","0","1","3.0","","","","","","","0","1","","","","","2009-06-05 01:20:01"
"314","DoCoMo","","P07A3","DoCoMo/2.0 P07A3","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","","","","","2009-05-28 20:59:50"
"315","DoCoMo","ウィルコム","ウィルコム","Mozilla/3.0(WILLCOM;SANYO/WX310SA/2;1/1/C128) NetFront/3.3","不明","","","","","","","","","","","","","","","","","","","","","","","2009-06-09 13:30:40"
"316","DoCoMo","L03A","L03A","DoCoMo/2.0 L03A(c100;TB;W20H11)","FOMA","","","","","","","","","","","","","","","","","","","","","","","2009-06-03 09:44:59"
"317","DoCoMo","F-09A","F09A3","DoCoMo/2.0 F09A3","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","1","","","","2009-06-10 14:00:54"
"318","DoCoMo","","F08A3","DoCoMo/2.0 F08A3","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","","","","","2009-06-12 12:12:32"
"319","DoCoMo","P-10A","P-10A","DoCoMo/2.0 P10A","FOMA","","","","","","","","","","","","","","","","","","","","","","","2009-06-22 16:23:31"
"320","DoCoMo","F-06A","F-06A","DoCoMo/2.0 F06A","不明","","","","","","","","","","","","","","","","","","","","","","","2009-06-22 16:27:50"
"321","DoCoMo","F-08A","F-08A","DoCoMo/2.0 F08A3","不明","","","","","","","","","","","","","","","","","","","","","","","2009-06-22 16:33:48"
"322","DoCoMo","N-08A","N-08A","DoCoMo/2.0 N08A3","不明","","","","","","","","","","","","","","","","","","","","","","","2009-06-22 16:49:23"
"323","DoCoMo","SH-05A","SH-05A","DoCoMo/2.0 SH05A3","不明","","","","","","","","","","","","","","","","","","","","","","","2009-06-22 16:53:14"
"324","DoCoMo","SH-06A","SH-06A","DoCoMo/2.0 SH06A3","不明","","","","","","","","","","","","","","","","","","","","","","","2009-06-22 16:56:41"
"325","au","C201H","HI01/HI02","UP.Browser/3.01-HI01/HI02 UP.Link/3.2.1.2","WAP1.0","3","120","51","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-03","","","2008-01-17 14:28:23"
"326","au","C202DE","DN01","UP.Browser/3.02-DN01 UP.Link/3.2.1.2","WAP1.0","3","108","39","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-01","","","2008-01-17 14:27:10"
"327","au","C301T","TS11","UP.Browser/3.04-TS11 UP.Link/3.4.4","WAP1.0","3","120","84","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-12","","","2008-01-17 14:28:24"
"328","au","C302H","HI11","UP.Browser/3.04-HI11 UP.Link/3.4.4","WAP1.0","3","120","75","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-12","","","2008-01-17 14:28:24"
"329","au","C303CA","CA11","UP.Browser/3.04-CA11 UP.Link/3.4.4","WAP1.0","3","120","91","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-01","","","2008-01-17 14:28:24"
"330","au","C304SA","SY11","UP.Browser/3.04-SY11 UP.Link/3.4.4","WAP1.0","3","128","96","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-01","","","2008-01-17 14:28:24"
"331","au","C305S","SM11","UP.Browser/3.04-SN11 UP.Link/3.4.4","WAP1.0","3","120","98","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-02","","","2008-01-17 14:28:24"
"332","au","C307K","KC11","UP.Browser/3.04-KC11 UP.Link/3.4.4","WAP1.0","3","121","90","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-08","","","2008-01-17 14:28:24"
"333","au","C308P","MA11/MA12","UP.Browser/3.04-MA11/MA12 UP.Link/3.4.4","WAP1.0","3","122","78","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-07","","","2008-01-17 14:28:24"
"334","au","C309H","HI12","UP.Browser/3.04-HI12 UP.Link/3.4.4","WAP1.0","3","120","112","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-07","","","2008-01-17 14:28:24"
"335","au","C310T","TS12","UP.Browser/3.04-TS12 UP.Link/3.4.4","WAP1.0","3","96","98","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-10","","","2008-01-17 14:28:24"
"336","au","C311CA","CA12","UP.Browser/3.04-CA12 UP.Link/3.4.4","WAP1.0","3","120","90","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-09","","","2008-01-17 14:28:24"
"337","au","C313K","KC12","UP.Browser/3.04-KC12 UP.Link/3.4.4","WAP1.0","3","120","90","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-12","","","2008-01-17 14:28:24"
"338","au","C401SA","SY12","UP.Browser/3.04-SY12 UP.Link/3.4.4","WAP1.0","3","120","128","256","7.5","0","0","1","0","","","0","0","0","1","1","1","0","0","2000-11","UAは「UP.Browser/3.04-SY12 UP.Link/3.4.5.6」「UP.Browser/3.04-SY12 UP.Link/3.4.5.9」\nの場合もあるようだ。","","2009-06-25 18:03:35"
"339","au","C402DE","DN11","UP.Browser/3.04-DN11 UP.Link/3.4.4","WAP1.0","3","120","112","256","7.5","0","0","1","0","","","0","0","0","1","1","1","0","0","2000-11","","","2008-01-17 14:28:24"
"340","au","C403ST","ST11","UP.Browser/3.04-ST11 UP.Link/3.4.4","WAP1.0","3","120","126","256","7.5","0","0","1","0","","","0","0","0","1","1","1","0","0","2000-11","UAは「UP.Browser/3.04-ST11 UP.Link/3.4.5.6」の場合もあり","","2008-01-17 14:28:24"
"341","au","C404S","SM12/SM14","UP.Browser/3.04-SN12/SN14 UP.Link/3.4.4","WAP1.0","3","120","120","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-11","","","2008-01-17 14:28:24"
"342","au","C405SA","SY13","UP.Browser/3.04-SY13 UP.Link/3.4.4","WAP1.0","3","120","96","2","1.4","0","0","1","0","","","0","0","0","1","1","1","","","2000-12","","","2008-01-17 14:28:24"
"343","au","C406S","SN13","UP.Browser/3.04-SN13 UP.Link/3.4.4","WAP1.0","3","120","120","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-12","","","2008-01-17 14:28:24"
"344","au","C407H","HI13","UP.Browser/3.04-HI13 UP.Link/3.4.4","WAP1.0","3","120","113","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-03","","","2008-01-17 14:28:24"
"345","au","C408P","MA13","UP.Browser/3.04-MA13 UP.Link/3.4.4","WAP1.0","3","115","129","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-03","","","2008-01-17 14:28:24"
"346","au","C409CA","CA13","UP.Browser/3.04-CA13 UP.Link/3.4.4","WAP1.0","3","120","96","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-03","","","2008-01-17 14:28:24"
"347","au","C410T","TS13","UP.Browser/3.04-TS13 UP.Link/3.4.4","WAP1.0","3","96","98","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-05","","","2008-01-17 14:28:24"
"348","au","C411ST","ST12","UP.Browser/3.04-ST12 UP.Link/3.4.4","WAP1.0","3","120","126","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-07","","","2008-01-17 14:28:24"
"349","au","C412SA","SY14","UP.Browser/3.04-SY14 UP.Link/3.4.5.6","WAP1.0","3","120","128","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-07","","","2008-01-17 14:28:24"
"350","au","C413S","SN15/SN16","UP.Browser/3.04-SN15/SN16 UP.Link/3.4.4","WAP1.0","3","120","120","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-06","","","2008-01-17 14:28:24"
"351","au","C414K","KC13","UP.Browser/3.04-KC13 UP.Link/3.4.4","WAP1.0","3","120","128","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2001-08","","","2008-01-17 14:28:24"
"352","au","C414K II","KC13","UP.Browser/3.04-KC13 UP.Link/3.4.4","WAP1.0","3","120","128","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2001-12","","","2008-01-17 14:28:24"
"353","au","C415T","TS14","UP.Browser/3.04-TS14 UP.Link/3.4.5.6","WAP1.0","3","96","98","4096","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-08","","","2008-01-17 14:28:24"
"354","au","C451H","HI14","UP.Browser/3.04-HI14 UP.Link/3.4.5.6","WAP1.0","3","120","113","256","7.5","0","0","1","0","","","1","0","0","1","1","1","","","2001-07","","","2008-01-17 14:28:24"
"355","au","C452CA","CA14","UP.Browser/3.04-CA14 UP.Link/3.4.4","WAP1.0","3","120","109","256","7.5","0","0","1","0","","","1","0","0","1","1","1","","","2001-08","","","2008-01-17 14:28:24"
"356","au","C1001SA","SY15","UP.Browser/3.04-SY15 UP.Link/3.4.4","WAP1.0","3","120","128","65536","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-12","","","2008-01-17 14:28:24"
"357","au","C1002S","SN17","UP.Browser/3.04-SN17 UP.Link/3.4.5.6","WAP1.0","3","120","120","65536","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-12","","","2008-01-17 14:28:24"
"358","au","A1011ST","ST13","UP.Browser/3.04-ST13 UP.Link/3.4.5.6","WAP1.0","3","120","126","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-04","","","2008-01-17 14:28:24"
"359","au","A1012K","KC14","UP.Browser/3.04-KC14 UP.Link/3.4.5.6","WAP1.0","3","120","126","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-04","","","2008-01-17 14:28:24"
"360","au","A1012K II","KC14","UP.Browser/3.04-KC14 UP.Link/3.4.5.6","WAP1.0","3","120","126","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-09","","","2008-01-17 14:28:24"
"361","au","A1013K","KC15","UP.Browser/3.04-KC15 UP.Link/3.4.5.6","WAP1.0","3","120","126","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-09","","","2008-01-17 14:28:24"
"362","au","A1014ST","ST14","UP.Browser/3.04-ST14 UP.Link/3.4.5.6","WAP1.0","3","120","108","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-09","","","2008-01-17 14:28:24"
"363","au","A1101S","SN22","KDDI-SN22 UP.Browser/6.0.7 (GUI) MMP/1.1","WAP2.0","6","120","120","65536","","1","1","1","0","","","0","0","1","1","1","1","","","2002-11","","","2008-03-29 10:48:29"
"364","au","A1301S","SN23","KDDI-SN23 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","120","123","65536","","1","1","1","0","","","0","0","1","1","1","1","","","2003-03","","","2008-03-29 10:49:15"
"365","au","A1302SA","SA24","KDDI-SA24 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","124","144","262144","","1","1","1","0","","","0","0","1","1","1","1","","","2003-03","","","2008-03-29 10:49:39"
"366","au","A1303SA","SA25","KDDI-SA25 UP.Browser/6.0.8.4 (GUI) MMP/1.1","WAP2.0","6.2","124","144","262144","","1","1","1","0","","","0","0","1","1","1","1","","","2003-08","","","2008-03-29 10:50:02"
"367","au","A1304T","TS25","KDDI-TS25 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","144","140","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2003-07","","","2008-03-29 10:50:21"
"368","au","A1304T カメラ無し","TS25","KDDI-TS25 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","144","140","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2003-07","","","2008-03-29 10:50:44"
"369","au","A1304T II","TS25","KDDI-TS25 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","144","140","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2004-01","","","2008-03-29 10:51:01"
"370","au","A1305SA","SA28","KDDI-SA28 UP.Browser/6.2.0.5 (GUI) MMP/2.0","WAP2.0","6.2","124","144","262144","","1","1","1","0","","","0","0","1","1","1","1","","","2004-06","","","2008-01-17 14:28:24"
"371","au","A1401K","KC23","KDDI-KC23 UP.Browser/6.2.0.4 (GUI) MMP/1.1","WAP2.0","6.2","126","136","65536","","1","1","1","0","","","0","0","1","1","1","1","","","2003-08","","","2008-03-29 10:51:31"
"372","au","A1402S","SN26","KDDI-SN26 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6.2","228","244","242144","","1","1","1","0","","","0","1","1","1","1","1","","","2004-03","","","2008-03-29 10:51:48"
"373","au","A1402S II","SN27","KDDI-SN27 UP.Browser/6.2.0.6.2 (GUI) MMP/2.0","WAP2.0","6.2","228","244","262144","","1","1","1","0","","","0","1","1","1","1","1","","","2004-09","","","2008-01-17 14:28:24"
"374","au","A1402S II カメラ無し","SN28","KDDI-SN28 UP.Browser/6.2.0.6.2 (GUI) MMP/2.0","WAP2.0","6.2","228","244","","","1","1","1","0","","","0","1","1","1","1","1","","","2004-10","","","2008-01-17 14:28:24"
"375","au","A1403K","KC26","KDDI-KC26 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","234","266","262144","","1","1","1","0","","","0","1","1","1","1","1","","","2004-10","","","2008-01-17 14:28:24"
"376","au","A1404S/S II","SN29","KDDI-SN29 UP.Browser/6.2.0.6.2 (GUI) MMP/2.0","WAP2.0","6.2","228","230","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2005-01","A1404S IIは2005年7月発売","","2008-01-17 18:58:38"
"377","au","A1405PT","PT21","KDDI-PT21 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","240","236","65536","","1","1","1","0","","","0","0","1","1","1","1","","","2005-12","","","2008-01-17 14:28:25"
"378","au","A1406PT","PT22","KDDI-PT22 UP.Browser/6.2.0.10.1 (GUI) MMP/2.0","WAP2.0","6.2","240","236","65536","","1","1","1","0","","","0","0","1","1","1","1","","","2006-09","","","2008-01-17 14:28:25"
"379","au","A1407PT","PT23","KDDI-PT23 UP.Browser/6.2.0.10.1 (GUI) MMP/2.0","WAP2.0","","240","240","262144","","1","1","1","0","","","0","0","1","1","1","1","","","2007-11","","","2008-01-24 17:36:08"
"380","au","C3001H","HI21","KDDI-HI21 UP.Browser/6.0.2.273 (GUI) MMP/1.1","WAP2.0","6","120","130","4096","","1","1","1","0","","","1","0","1","1","1","1","","","2001-12","","","2008-03-29 10:52:55"
"381","au","C3002K","KC21","KDDI-KC21 UP.Browser/6.0.2.273 (GUI) MMP/1.1","WAP2.0","6","128","132","65536","","1","1","1","0","","","1","0","1","1","1","1","","","2001-12","","","2008-03-29 10:53:14"
"382","au","C3003P","MA21","KDDI-MA21 UP.Browser/6.0.6 (GUI) MMP/1.1","WAP2.0","6","132","144","65536","","1","1","1","0","","","1","0","1","1","1","1","","","2002-03","","","2008-03-29 10:53:35"
"383","au","A3011SA","SA21","KDDI-SA21 UP.Browser/6.0.6 (GUI) MMP/1.1","WAP2.0","6","126","144","65536","","1","1","1","0","","","1","0","1","1","1","1","","","2002-04","","","2008-03-29 10:53:55"
"384","au","A3012CA","CA21","KDDI-CA21 UP.Browser/6.0.6 (GUI) MMP/1.1","WAP2.0","6","125","147","65536","","1","1","1","0","","","1","0","1","1","1","1","","","2002-04","","","2008-03-29 10:54:14"
"385","au","A3013T","TS22","KDDI-TS22 UP.Browser/6.0.6 (GUI) MMP/1.1","WAP2.0","6","144","135","65536","","1","1","1","0","","","1","0","1","1","1","1","","","2002-04","","","2008-03-29 10:54:33"
"386","au","A3014S","SN21","KDDI-SN21 UP.Browser/6.0.7 (GUI) MMP/1.1","WAP2.0","6","120","120","65536","","1","1","1","0","","","1","0","1","1","1","1","","","2002-06","","","2008-03-29 10:54:56"
"387","au","A3015SA","SA22","KDDI-SA22 UP.Browser/6.0.7.2 (GUI) MMP/1.1","WAP2.0","6","126","144","262144","","1","1","1","0","","","1","0","1","1","1","1","","","2002-09","","","2008-03-29 10:55:23"
"388","au","C5001T","TS21","KDDI-TS21 UP.Browser/6.0.5.287 (GUI) MMP/1.1","WAP2.0","6","144","135","4096","","1","1","1","0","","","1","0","1","1","1","1","","","2001-12","","","2008-03-29 10:55:43"
"389","au","A5301T","TS23","KDDI-TS23 UP.Browser/6.0.7.2 (GUI) MMP/1.1","WAP2.0","6","144","140","262144","","1","1","1","0","","","1","0","1","1","1","1","","","2002-09","","","2008-03-29 10:56:03"
"390","au","A5302CA","CA22","KDDI-CA22 UP.Browser/6.0.8.1 (GUI) MMP/1.1","WAP2.0","6","125","147","15680000","","1","1","1","0","","","1","0","1","1","1","1","","","2002-11","","","2008-03-29 10:56:25"
"391","au","A5303H","HI23","KDDI-HI23 UP.Browser/6.0.8.1 (GUI) MMP/1.1","WAP2.0","6","125","144","262144","","1","1","1","0","","","1","0","1","1","1","1","","","2002-12","","","2008-03-29 10:56:44"
"392","au","A5303H II","HI24","KDDI-HI24 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","125","144","262144","","1","1","1","0","","","1","0","1","1","1","1","","","2003-03","","","2008-03-29 10:57:03"
