MobilePhoneList [2009-12-01 00:00:03] By http://ke-tai.org/
"連番","メーカ名","機種名","機種略名","ユーザエージェント","タイプ１","タイプ２","ブラウザ幅(x)","ブラウザ高さ(y)","表示カラー数","ブラウザキャッシュ","GIF","JPG","PNG","Flash","Flashバージョン","Flashワークメモリ","Javaアプリ","BREW","HTML","SSL","ログイン","クッキー","CSS","GPS","発売日","備考","更新状況メモ","更新日"
"238","DoCoMo","SH905i","SH905i","DoCoMo/2.0 SH905i","FOMA","7.1","240","320","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","","","2009-09-16 22:34:53"
"239","DoCoMo","D905i","D905i","DoCoMo/2.0 D905i","FOMA","7.1","240","352","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","","","2009-09-16 22:35:26"
"240","DoCoMo","N905i","N905i","DoCoMo/2.0 N905i","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","","","2009-09-16 22:35:49"
"241","DoCoMo","P905i","P905i","DoCoMo/2.0 P905i","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","","","2009-11-26 11:48:31"
"242","DoCoMo","F905i","F905i","DoCoMo/2.0 F905i","FOMA","7.1","240","352","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","FM送信機能付き","","2009-11-28 16:46:56"
"243","DoCoMo","SO905i","SO905i","DoCoMo/2.0 SO905i","FOMA","7.1","240","368","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","","","2009-08-02 06:35:30"
"244","DoCoMo","N905iμ","N905imyu","DoCoMo/2.0 N905imyu","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-11","","","2009-09-16 22:40:17"
"245","DoCoMo","N905iBiz","N905iBiz","DoCoMo/2.0 N905iBiz","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2007-12","","","2008-01-17 18:54:38"
"246","DoCoMo","F705i","F705i","DoCoMo/2.0 F705i","FOMA","7.0","240","352","262114","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","0","2008-01","","","2009-05-27 17:28:55"
"247","DoCoMo","SH905iTV","SH905iTV","DoCoMo/2.0 SH905iTV","FOMA","7.1","240","320","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","1","1","0","2008-01","横画面時のサイズは240×240","","2009-11-06 10:49:46"
"248","DoCoMo","P705i","P705i","DoCoMo/2.0 P705i","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","1","1","0","2008-01","","","2008-02-03 20:45:54"
"249","DoCoMo","D705i","D705i","DoCoMo/2.0 D705i","FOMA","7.0","240","320","262144","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","0","2008-01","","","2008-01-31 20:01:54"
"250","DoCoMo","D705iμ","D705imyu","DoCoMo/2.0 D705imyu","FOMA","7.0","240","240","262144","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","0","2008-01","","","2008-06-20 17:37:13"
"251","DoCoMo","N705i","N705i","DoCoMo/2.0 N705i","FOMA","7.1","240","320","242144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-04-21 09:52:00"
"252","DoCoMo","SO905iCS","SO905iCS","DoCoMo/2.0 SO905iCS","FOMA","7.1","240","368","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2008-02","","","2009-11-22 00:08:02"
"253","DoCoMo","SH705i","SH705i","DoCoMo/2.0 SH705i","FOMA","7.0","240","320","262144","100","1","1","0","1","1.1","2048","1","0","1","1","1","0","1","0","2008-02","","","2009-05-08 16:08:38"
"254","DoCoMo","N705iμ","N705imyu","DoCoMo/2.0 N705imyu","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-10-01 03:13:51"
"255","DoCoMo","P705iμ","P705imyu","DoCoMo/2.0 P705imyu","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-04-15 11:31:27"
"256","DoCoMo","L705i","L705i","DoCoMo/2.0 L705i","FOMA","6.0","240","280","262144","100","1","1","0","1","1.1","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-05-05 01:05:06"
"257","DoCoMo","SO705i","SO705i","DoCoMo/2.0 SO705i","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2008-02-23 12:41:17"
"258","DoCoMo","P905iTV","P905iTV","DoCoMo/2.0 P905iTV","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-02","","","2009-11-28 16:45:52"
"259","DoCoMo","L705iX","L705iX","DoCoMo/2.0 L705iX","FOMA","6.0","240","280","262144","100","1","1","0","1","1.1","3072","1","0","1","1","1","0","1","0","2008-03","","","2008-03-13 10:52:44"
"260","DoCoMo","PROSOLID μ","P705iCL","DoCoMo/2.0 P705iCL","FOMA","7.1","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2008-03","","","2009-07-08 12:06:06"
"261","DoCoMo","NM705i","NM705i","DoCoMo/2.0 NM705i","FOMA","4.0","231","235","16777216","100","1","1","0","0","","","1","0","1","1","1","0","1","0","2008-03","280","","2009-07-14 19:00:59"
"262","DoCoMo","SH706ie","SH706ie","DoCoMo/2.0 SH706ie","FOMA","7.0","240","320","262144","100","1","1","0","1","1.1","2048","1","","1","1","","","","0","2007-08","","","2009-09-16 23:04:43"
"263","DoCoMo","F905iBiz","F905iBiz","DoCoMo/2.0 F905iBiz","FOMA","","240","352","","","","","","","","","","","","","","","","1","2007-12","","","2009-11-05 11:41:37"
"264","DoCoMo","F884i","F884i","DoCoMo/2.0 F884i","FOMA","7.1","240","364","262144","100","","","","1","3.0","","","","","","","","","1","2008-04","","","2009-11-05 11:40:32"
"265","DoCoMo","F883iESS","F883iESS","DoCoMo/2.0 F883iESS","FOMA","7.0","240","256","65536","100","","","","1","","","","","","","","","","1","2008-04","","","2009-11-05 11:43:29"
"266","DoCoMo","SH705iII","SH705iII","DoCoMo/2.0 SH705i2","FOMA","","240","320","","","","","","","","","","","","","","","","","2008-04","","","2009-08-27 16:21:07"
"267","DoCoMo","SO906i","SO906i","DoCoMo/2.0 SO906i","FOMA","7.2","240","368","16777216","100","1","1","0","1","3.0","","","","","","","0","0","","2008-06","","","2009-09-16 15:58:19"
"268","DoCoMo","P906i","P906i","DoCoMo/2.0 P906i","FOMA","7.2","240","350","262144","100","0","0","0","0","","3072","1","0","1","1","1","0","0","1","2008-06","","","2009-10-14 13:41:28"
"269","DoCoMo","SH906i","SH906i","DoCoMo/2.0 SH906i","FOMA","7.2","240","320","16777216","100","1","1","0","1","","","","","","","","0","1","","2008-06","","","2009-11-02 16:42:41"
"270","DoCoMo","N906iμ","N906imyu","DoCoMo/2.0 N906imyu","FOMA","7.2","240","320","262144","100","","","","1","3.0","","","","","","","","","","2008-06","","","2009-07-17 16:07:32"
"271","DoCoMo","F906i","F906i","DoCoMo/2.0 F906i","FOMA","7.2","240","352","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2008-06","","","2009-10-29 13:20:27"
"272","DoCoMo","N906i","N906i","DoCoMo/2.0 N906i","FOMA","7.2","240","320","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-06","","","2009-05-25 16:58:46"
"273","DoCoMo","N906iL","N906iL","DoCoMo/2.0 N906iL","FOMA","7.1","240","320","262144","100","","","","1","3.0","","","","","","","","","","2008-06","","","2009-07-17 16:05:25"
"274","DoCoMo","SH906iTV","SH906iTV","DoCoMo/2.0 SH906iTV","FOMA","7.2","240","320","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2008-06","","","2009-11-30 21:54:04"
"275","DoCoMo","F706i","F706i","DoCoMo/2.0 F706i","FOMA","7.2","240","352","262144","100","","","","1","3.0","","","","","","","","","","2008-06","","","2009-07-17 16:08:26"
"276","DoCoMo","SH706i","SH706i","DoCoMo/2.0 SH706i","FOMA","7.2","240","320","16777216","100","","","","1","3.0","","","","","","","","","","2008-06","","","2009-07-17 16:09:16"
"277","DoCoMo","P706iμ","P706imyu","DoCoMo/2.0 P706imyu","FOMA","7.1","240","350","262144","100","","","","1","3.0","","","","","","","","","","2008-07","","","2009-07-17 16:09:37"
"278","DoCoMo","N706i","N706i","DoCoMo/2.0 N706i","FOMA","7.1","240","320","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-07","","","2009-09-29 09:33:45"
"279","DoCoMo","SO706i","SO706i","DoCoMo/2.0 SO706i","FOMA","7.1","240","320","262144","100","","","","1","3.0","","","","","","","","","","2008-07","","","2009-07-17 16:10:23"
"280","DoCoMo","F884iES","F884iES","DoCoMo/2.0 F884iES","FOMA","7.1","240","282","262144","100","","","","1","3.0","","","","","","","","","","2008-08","","","2009-07-17 16:10:46"
"281","DoCoMo","L706ie","L706ie","DoCoMo/2.0 L706ie","FOMA","","240","280","","","","","","","","","","","","","","","","","2008-08","","","2009-08-27 16:18:36"
"282","DoCoMo","N706ie","N706ie","DoCoMo/2.0 N706ie","FOMA","7.1","240","320","262144","100","","","","","","","","","","","","","","","2008-08","","","2009-11-20 21:00:32"
"283","DoCoMo","N706iII","N706iII","DoCoMo/2.0 N706i2","FOMA","7.1","240","320","262144","100","","","","","","","","","","","","","","","2008-08","","","2009-05-25 17:10:13"
"284","DoCoMo","NM706i","NM706i","DoCoMo/2.0 NM706i","FOMA","","","","","","","","","","","","","","","","","","","","2008-08","","","2009-05-25 17:38:49"
"285","DoCoMo","P706ie","P706ie","DoCoMo/2.0 P706ie","FOMA","7.2","240","350","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-08","","","2009-08-08 23:49:34"
"286","DoCoMo","SH706iw","SH706iw","DoCoMo/2.0 SH706iw","FOMA","7.2","240","320","16777216","100","","","","","","","","","","","","","","","2008-09","","","2009-05-25 17:17:21"
"287","DoCoMo","F-01A","F01A","DoCoMo/2.0 F01A","FOMA","7.2","240","352","16777216","100","0","1","0","1","3.0","","","","","","","0","1","","2008-11","","","2009-07-23 22:01:40"
"288","DoCoMo","N-01A","N01A","DoCoMo/2.0 N01A","FOMA","7.2","240","320","262144","100","1","1","0","1","3.0","","1","1","1","1","1","0","1","1","2008-11","","","2009-11-12 18:27:41"
"289","DoCoMo","N-02A","N02A","DoCoMo/2.0 N02A","FOMA","7.2","240","320","262144","100","1","1","0","1","","","","","","","","0","1","","2008-11","","","2009-10-21 21:26:53"
"290","DoCoMo","N-03A","N03A","DoCoMo/2.0 N03A","FOMA","7.1","240","320","262144","100","","","","","","","","","","","","","","","2008-11","","","2009-07-14 19:01:49"
"291","DoCoMo","P-01A","P01A","DoCoMo/2.0 P01A","FOMA","7.2","240","350","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-11","","","2009-11-30 14:03:03"
"292","DoCoMo","SH-01A","SH01A","DoCoMo/2.0 SH01A","FOMA","7.2","480","854","16777216","100","1","1","0","1","3.0","","","","","","","0","1","","2008-11","","","2009-10-27 18:51:04"
"293","DoCoMo","F-02A","F02A","DoCoMo/2.0 F02A","FOMA","7.2","240","352","262144","100","","","","","","","","","","","","","","","2008-12","","","2009-07-04 21:00:22"
"294","DoCoMo","SH-02A","SH02A","DoCoMo/2.0 SH02A","FOMA","7.2","240","320","16777216","100","1","1","0","1","3.0","","1","1","1","1","1","1","1","","2008-12","","","2009-07-30 13:46:31"
"295","DoCoMo","P-03A","P03A","DoCoMo/2.0 P03A","FOMA","7.2","240","350","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2008-12","","","2009-06-01 20:57:56"
"296","DoCoMo","SH-03A","SH03A","DoCoMo/2.0 SH03A","FOMA","7.2","240","320","16777216","100","1","1","0","1","3.0","","","","","","","0","1","1","2008-12","","","2009-03-25 16:27:36"
"297","DoCoMo","N-06A","N06A","DoCoMo/2.0 N06A3","FOMA","7.2","240","320","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","0","2009-01","","","2009-11-06 10:50:14"
"298","DoCoMo","F-03A","F03A","DoCoMo/2.0 F03A","FOMA","7.2","240","352","16777216","100","1","1","0","1","3.0","","1","","","","","0","1","","2009-01","","","2009-10-08 21:22:34"
"299","DoCoMo","P-02A","P02A","DoCoMo/2.0 P02A","FOMA","","","","","","1","1","0","1","3.0","","","","","","","0","1","","2009-01","","","2009-11-10 12:37:24"
"300","DoCoMo","F-06A","F06A","DoCoMo/2.0 F06A(c100;TB;W24H17)","FOMA","","240","352","16777216","","1","1","1","1","3.0","","1","","","1","1","1","1","1","2009-01","","","2009-09-01 15:28:22"
"301","DoCoMo","SH-04A","SH04A","DoCoMo/2.0 SH04A","FOMA","7.2","240","320","16777216","100","1","1","0","1","3.0","3072","1","0","1","1","1","0","1","1","2009-02","","","2009-08-07 12:06:44"
"302","DoCoMo","F-04A","F04A","DoCoMo/2.0 F04A","FOMA","7.2","240","352","262144","100","1","1","0","1","3.0","","","","","","","0","1","","2009-02","","","2009-11-04 21:49:00"
"303","DoCoMo","N-04A","N04A","DoCoMo/2.0 N04A","FOMA","7.2","240","320","262114","","1","1","0","1","3.0","","1","","1","1","1","0","1","0","2009-02","","","2009-11-12 16:48:08"
"304","DoCoMo","P-04A","P04A","DoCoMo/2.0 P04A","FOMA","2.0","240","350","262144","100","1","1","0","1","3.0","3072","1","0","1","1","1","","","1","2009-02","","","2009-08-20 10:00:06"
"305","DoCoMo","P-05A","P05A","DoCoMo/2.0 P05A","FOMA","7.2","240","350","262114","100","1","1","0","1","3.0","","","","","","","0","","","2009-02","","","2009-11-20 14:50:00"
"306","DoCoMo","N-08A","N08A3","DoCoMo/2.0 N08A3","FOMA","2.0","240","320","262144","500","1","1","1","1","3.0","15360","1","0","1","1","1","1","1","1","2009-03","","","2009-11-16 16:25:10"
"307","DoCoMo","F-07A","F07A","DoCoMo/2.0 F07A","FOMA","7.1","240","256","262144","","1","1","","1","3.0","3072","0","","1","1","1","0","","0","2009-04","","","2009-11-12 10:43:24"
"308","DoCoMo","P-07A","P07A3","DoCoMo/2.0 P07A3","FOMA","2.0","480","854","262114","6","1","1","1","1","3.0","","1","1","1","1","1","0","1","1","2009-05","","","2009-10-22 01:30:10"
"309","DoCoMo","N-06A2","N-06A2","DoCoMo/2.0 N06A2","FOMA","7.2","240","320","262144","500","1","1","1","1","3.0","3072","1","0","1","1","1","0","1","0","2009-05","","","2009-07-02 17:31:54"
"310","DoCoMo","SH-06A","SH06A3","DoCoMo/2.0 SH06A3","FOMA","","480","592","16777216","500","1","1","1","1","3.0","15360","1","0","1","1","1","0","1","1","2009-06","","","2009-10-08 17:00:21"
"311","DoCoMo","F-09A","F09A3","DoCoMo/2.0 F09A3","FOMA","2.0","240","324","16777216","500","1","1","1","1","3.0","15360","1","0","1","1","1","0","1","1","2009-06","","","2009-11-06 12:15:57"
"312","DoCoMo","SH-06A (拡大)","SH06A","DoCoMo/2.0 SH06A3","FOMA","","240","296","16777216","500","1","1","0","1","3.0","15360","1","0","1","1","","1","","","2009-06","(WQVGA拡大表示)","","2009-10-29 18:23:24"
"313","DoCoMo","P-08A_png","P08A3_png","DoCoMo/2.0 P08A3","FOMA","","240","331","16777216","","","","1","","3.0","","1","1","1","1","1","1","1","1","2009-06","","","2009-11-28 16:55:17"
"314","DoCoMo","SH-07A","SH07A3","DoCoMo/2.0 SH07A3","FOMA","","240","296","","","","","","","3.0","","1","","","","","","","","2009-06","","","2009-08-28 14:16:56"
"315","DoCoMo","N07-A","N07A3","DoCoMo/2.0 N07A3","FOMA","","240","320","","","1","1","1","1","3.0","","1","","","","","0","1","","2009-07","","","2009-09-16 13:50:52"
"316","DoCoMo","F-10A","F10A","DoCoMo/2.0 F10A(c100;TB;W20H09)","FOMA","","480","854","","","","","","","3.0","","1","","","","","","","","2009-08","","","2009-11-24 11:36:22"
"317","DoCoMo","L06A","L06A","DoCoMo/2.0 L06A(c100;TB;W24H15) ","FOMA","","240","313","262144","1000","1","1","1","1","1.1","","","","","","","0","","0","2009-09","","","2009-11-06 11:07:09"
"318","DoCoMo","DoCoMo公式","DoCoMo公式","DoCoMo/2.0 i-robot(c10;TC)","FOMA","","","","","","1","1","1","1","","","","","","","","","","","2009-11","","","2009-11-20 13:50:28"
"319","DoCoMo","F-02B","F02B","DoCoMo/2.0 F02B","FOMA","2.0","480","854","","500","","","","1","3.0","15360","","","","","","","","1","2009-11","","暫定","2009-11-26 14:41:39"
"320","DoCoMo","F501i","F501i_mMVF001","DoCoMo/1.0/F501i_mMVF001","mova","","","","","","","","","","","","","","","","","","","","","","","2008-12-24 02:26:13"
"321","DoCoMo","F883iS","F883iS","DoCoMo/2.0 F883iS","FOMA","6.0","240","256","65536","100","","","","","","","","","","","","","","","","","","2009-03-25 16:34:36"
"322","DoCoMo","L852i","L852i","DoCoMo/2.0 L852i","FOMA","","240","298","","","","","","","","","","","","","","","","","","","","2009-08-27 16:17:19"
"323","DoCoMo","P502i","P502i_mEB-PD555","DoCoMo/1.0/P502i_mEB-PD555","mova","","","","","","","","","","","","","","","","","","","","","","","2008-12-24 02:26:14"
"324","DoCoMo","P506iCII","P506iCII","DoCoMo/1.0/P506iC","mova","","","","","20","","","","","","","","","","","","","","","","","","2009-06-20 00:18:09"
"325","DoCoMo","SH505i","SH505i2","DoCoMo/1.0/SH505i2","mova","","240","252","","","","","","","","","","","","","","","","","","","","2009-08-27 16:12:59"
"326","DoCoMo","","P04A","DoCoMo/2.0 P04A","FOMA","","","","","","1","1","0","1","3.0","","","","","","","0","1","","","","","2009-08-04 01:25:53"
"327","DoCoMo","","P07A3","DoCoMo/2.0 P07A3","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","","","","","2009-05-28 20:59:50"
"328","DoCoMo","ウィルコム","ウィルコム","Mozilla/3.0(WILLCOM;SANYO/WX310SA/2;1/1/C128) NetFront/3.3","不明","","","","","","","","","","","","","","","","","","","","","","","2009-06-09 13:30:40"
"329","DoCoMo","L03A","L03A","DoCoMo/2.0 L03A(c100;TB;W20H11)","FOMA","","","","","","","","","","","","","","","","","","","","","","","2009-06-03 09:44:59"
"330","DoCoMo","","F08A3","DoCoMo/2.0 F08A3","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","","","","","2009-07-21 12:52:13"
"331","DoCoMo","P-10A","P-10A","DoCoMo/2.0 P10A","FOMA","","","","","","","","","","","","","","","","","","","","","","","2009-06-22 16:23:31"
"332","DoCoMo","F-05A","F-05A","DoCoMo/2.0 F05A","不明","","","","","","","","","","","","","","","","","","","","","","","2009-07-06 19:05:25"
"333","DoCoMo","F-08A","F-08A","DoCoMo/2.0 F08A3","不明","","","","","","","","","","","","","","","","","","","","","","","2009-06-22 16:33:48"
"334","DoCoMo","SH-05A","SH-05A","DoCoMo/2.0 SH05A3","不明","","","","","","","","","","","","","","","","","","","","","","","2009-07-01 15:17:59"
"335","DoCoMo","","P08A3","DoCoMo/2.0 P08A3","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","","","","","2009-11-25 13:48:07"
"336","DoCoMo","","N05A","DoCoMo/2.0 N05A","FOMA","","","","","","1","1","0","1","3.0","","","","","","","0","1","","","","","2009-11-27 11:08:17"
"337","DoCoMo","N09A3","N09A3","DoCoMo/2.0 N09A3","FOMA","","480","830","262144","","1","1","1","1","3.0","","","","1","","","0","1","","","","","2009-11-11 17:43:44"
"338","DoCoMo","TEST","TEST","DoCoMo/2.0 TEST","FOMA","","360","480","","","","","","","","","","","","","","","","0","","","","2009-07-31 16:35:22"
"339","DoCoMo","yahoo　クローラー","yahoo　クローラー","Y!J","不明","","","","","","","","","","","","","","","","","","","","","","","2009-08-19 14:30:28"
"340","DoCoMo","","SH07A3","DoCoMo/2.0 SH07A3","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","","","","","2009-08-20 14:31:03"
"341","DoCoMo","","L01A","DoCoMo/2.0 L01A","FOMA","","","","","","1","1","0","1","1.1","","","","","","","0","1","","","","","2009-08-23 22:18:23"
"342","DoCoMo","","P09A3","DoCoMo/2.0 P09A3","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","","","","","2009-10-29 11:53:28"
"343","DoCoMo","","SH08A","DoCoMo/2.0 SH08A","FOMA","","","","","","1","1","1","1","3.0","","","","","","","0","1","","","","","2009-09-16 14:29:06"
"344","DoCoMo","SH-08A","SH08A","DoCoMo/2.0 SH08A","FOMA","","480","854","16777216","","1","1","1","1","","","1","","1","1","1","","1","","","","","2009-09-18 12:57:30"
"345","DoCoMo","L-04A","L04A","DoCoMo/2.0 L04A(c100;TB;W24H15)","FOMA","","","","","","1","1","0","1","1.1","","","","1","","","","","","","","","2009-10-01 17:46:11"
"346","DoCoMo","F-01B","F01B","DoCoMo/2.0 F01B","FOMA","","240","320","","","1","1","1","1","3.0","","","","","","","0","1","","","","暫定","2009-11-23 19:04:01"
"347","DoCoMo","Googlebot-Mobile XHTML","Nokia6820","Nokia6820/2.0 (4.83) Profile/MIDP-1.0 Configuration/CLDC-1.0 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)","不明","","","","","","","","","","","","","","","","","","","","","","","2009-10-07 14:49:44"
"348","DoCoMo","Googlebot-Mobile CHTML","N505i","DoCoMo/1.0/N505i/c20/TB/W20H10 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)","mova","","","","","","","","","","","","","","","","","","","","","","","2009-10-07 14:50:54"
"349","DoCoMo","P-06A","P06A","DoCoMo/2.0 P06A","FOMA","7.2","240","350","262144","","1","1","0","1","3.0","3072","","","","","","0","1","","","","","2009-11-02 13:52:54"
"350","DoCoMo","Googlebot-Mobile","","DoCoMo/1.0/N505i/c20/TB/W20H10 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)","FOMA","4","","","","","1","1","","","","","","","1","1","","","1","","","","","2009-11-17 00:28:50"
"351","DoCoMo","SH-01B","SH01B","DoCoMo/2.0 SH01B","FOMA","2.0","480","854","16777216","","1","1","","1","","","1","","1","1","1","1","","1","","","","2009-11-24 17:40:57"
"352","DoCoMo","F-07A","","DoCoMo/2.0 F07A(c100;TB;W20H08)","FOMA","","240","256","262114","100","1","1","1","1","1.1","","1","0","1","","","","","","","","","2009-11-12 10:19:38"
"353","DoCoMo","Google DoCoMo","SH905i","DoCoMo/2.0 SH905i(c100;TB;W24H16) (compatible;Mediapartners-Google/2.1; +http://www.google.com/bot.html)","不明","","","","","","","","","","","","","","","","","","","","","","","2009-11-24 15:45:41"
"354","DoCoMo","SH-02B","SH02B","DoCoMo/2.0 SH02B","FOMA","2.0","480","854","16777216","","","","","","","","","","","","","","","","","","暫定","2009-11-26 18:48:51"
"355","DoCoMo","P-01B","P01B","DoCoMo/2.0 P01B","FOMA","2.0","480","854","262144","","","","","","","","","","","","","","","","","","暫定","2009-11-26 18:52:36"
"356","DoCoMo","null","null","","不明","","","","","","","","","","","","","","","","","","","","","","","2009-11-27 10:57:37"
"357","DoCoMo","N-02B","N02B","DoCoMo/2.0 N02B(c500;TB;W24H16)","不明","","","","","","","","","","","","","","","","","","","","","","","2009-11-30 17:12:49"
"358","au","C201H","HI01/HI02","UP.Browser/3.01-HI01/HI02 UP.Link/3.2.1.2","WAP1.0","3","120","51","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-03","","","2008-01-17 14:28:23"
"359","au","C202DE","DN01","UP.Browser/3.02-DN01 UP.Link/3.2.1.2","WAP1.0","3","108","39","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-01","","","2008-01-17 14:27:10"
"360","au","C301T","TS11","UP.Browser/3.04-TS11 UP.Link/3.4.4","WAP1.0","3","120","84","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-12","","","2008-01-17 14:28:24"
"361","au","C302H","HI11","UP.Browser/3.04-HI11 UP.Link/3.4.4","WAP1.0","3","120","75","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-12","","","2008-01-17 14:28:24"
"362","au","C303CA","CA11","UP.Browser/3.04-CA11 UP.Link/3.4.4","WAP1.0","3","120","91","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-01","","","2009-09-06 23:30:38"
"363","au","C304SA","SY11","UP.Browser/3.04-SY11 UP.Link/3.4.4","WAP1.0","3","128","96","2","1.4","0","0","0","0","1.0","","0","0","0","1","1","1","","","2000-01","","","2009-08-17 11:59:32"
"364","au","C305S","SM11","UP.Browser/3.04-SN11 UP.Link/3.4.4","WAP1.0","3","120","98","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-02","","","2008-01-17 14:28:24"
"365","au","C307K","KC11","UP.Browser/3.04-KC11 UP.Link/3.4.4","WAP1.0","3","121","90","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-08","","","2008-01-17 14:28:24"
"366","au","C308P","MA11/MA12","UP.Browser/3.04-MA11/MA12 UP.Link/3.4.4","WAP1.0","3","122","78","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-07","","","2008-01-17 14:28:24"
"367","au","C309H","HI12","UP.Browser/3.04-HI12 UP.Link/3.4.4","WAP1.0","3","120","112","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-07","","","2008-01-17 14:28:24"
"368","au","C310T","TS12","UP.Browser/3.04-TS12 UP.Link/3.4.4","WAP1.0","3","96","98","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-10","","","2008-01-17 14:28:24"
"369","au","C311CA","CA12","UP.Browser/3.04-CA12 UP.Link/3.4.4","WAP1.0","3","120","90","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-09","","","2008-01-17 14:28:24"
"370","au","C313K","KC12","UP.Browser/3.04-KC12 UP.Link/3.4.4","WAP1.0","3","120","90","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-12","","","2008-01-17 14:28:24"
"371","au","C401SA","SY12","UP.Browser/3.04-SY12 UP.Link/3.4.4","WAP1.0","3","120","128","256","7.5","0","0","1","0","","","0","0","0","1","1","1","0","0","2000-11","UAは「UP.Browser/3.04-SY12 UP.Link/3.4.5.6」「UP.Browser/3.04-SY12 UP.Link/3.4.5.9」\nの場合もあるようだ。","","2009-11-28 16:51:52"
"372","au","C402DE","DN11","UP.Browser/3.04-DN11 UP.Link/3.4.4","WAP1.0","3","120","112","256","7.5","0","0","1","0","","","0","0","0","1","1","1","0","0","2000-11","","","2008-01-17 14:28:24"
"373","au","C403ST","ST11","UP.Browser/3.04-ST11 UP.Link/3.4.4","WAP1.0","3","120","126","256","7.5","0","0","1","0","","","0","0","0","1","1","1","0","0","2000-11","UAは「UP.Browser/3.04-ST11 UP.Link/3.4.5.6」の場合もあり","","2008-01-17 14:28:24"
"374","au","C404S","SM12/SM14","UP.Browser/3.04-SN12/SN14 UP.Link/3.4.4","WAP1.0","3","120","120","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-11","","","2008-01-17 14:28:24"
"375","au","C405SA","SY13","UP.Browser/3.04-SY13 UP.Link/3.4.4","WAP1.0","3","120","96","2","1.4","0","0","1","0","","","0","0","0","1","1","1","","","2000-12","","","2008-01-17 14:28:24"
"376","au","C406S","SN13","UP.Browser/3.04-SN13 UP.Link/3.4.4","WAP1.0","3","120","120","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-12","","","2008-01-17 14:28:24"
