MobilePhoneList [2009-12-01 00:00:03] By http://ke-tai.org/
"連番","メーカ名","機種名","機種略名","ユーザエージェント","タイプ１","タイプ２","ブラウザ幅(x)","ブラウザ高さ(y)","表示カラー数","ブラウザキャッシュ","GIF","JPG","PNG","Flash","Flashバージョン","Flashワークメモリ","Javaアプリ","BREW","HTML","SSL","ログイン","クッキー","CSS","GPS","発売日","備考","更新状況メモ","更新日"
"473","au","W21T","TS31","KDDI-TS31 UP.Browser/6.2.0.8 (GUI) MMP/2.0","WAP2.0","6.2","229","270","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-11","","","2009-09-17 12:43:03"
"474","au","W21CA/CA II","CA31","KDDI-CA31 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","230","346","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-12","W21CA IIは2005年4月発売","","2008-01-17 19:05:41"
"475","au","W22H","HI33","KDDI-HI33 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","230","266","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-11","","","2008-01-17 14:28:24"
"476","au","W22SA","SA32","KDDI-SA32 UP.Browser/6.2.0.8 (GUI) MMP/2.0","WAP2.0","6.2","230","266","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-12","","","2008-01-17 14:28:24"
"477","au","W31SA/SA II","SA33","KDDI-SA33 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","230","268","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2005-02","W31SA IIは2005年9月発売","","2009-05-25 14:43:18"
"478","au","W31K/K II","KC33","KDDI-KC33 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","234","268","262114","","1","1","0","1","1.1","100","0","1","1","1","1","1","1","","2005-03","W31K IIは2005年9月発売","","2008-01-28 14:34:09"
"479","au","W31S","SN32","KDDI-SN32 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","228","238","262114","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-04","","","2008-01-17 19:03:21"
"480","au","W31T","TS32 ","KDDI-TS32 UP.Browser/6.2.0.9.1 (GUI) MMP/2.0","WAP2.0","6.2","229","244","65536","","1","1","1","1","1.1","100","0","0","1","1","1","1","1","","2005-06","","","2008-03-12 15:22:04"
"481","au","W31CA","CA32","KDDI-CA32 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","230","323","65536","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-07","","","2008-01-17 14:28:24"
"482","au","W32S","SN33 ","KDDI-SN33 UP.Browser/6.2.0.9.2 (GUI) MMP/2.0","WAP2.0","6.2","228","242","","","1","1","1","1","1.1","100","0","0","1","1","1","1","1","","2005-09","","","2008-02-13 17:55:35"
"483","au","W32H","HI35 ","KDDI-HI35 UP.Browser/6.2.0.9.2 (GUI) MMP/2.0","WAP2.0","6.2","230","235","65536","","1","1","1","1","1.1","100","0","0","1","1","1","0","1","","2005-09","","","2008-12-27 19:02:57"
"484","au","W32K","KC34","KDDI-KC34 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","234","266","","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-06","","","2008-01-17 14:28:24"
"485","au","W32SA","SA34","KDDI-SA34 UP.Browser/6.2.0.9.1 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-07","","","2008-01-17 14:28:24"
"486","au","W32T","TS33","KDDI-TS33 UP.Browser/6.2.0.9.1 (GUI) MMP/2.0","WAP2.0","6.2","229","244","65536","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-11","","","2008-01-17 14:28:25"
"487","au","W33SA/SA II","SA35 ","KDDI-SA35 UP.Browser/6.2.0.9.1 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","1.1","100","0","0","1","1","1","0","1","","2005-12","W33SA IIは2006年6月発売","","2009-05-21 19:09:39"
"488","au","PENCK","HI34","KDDI-HI34 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","230","266","65536","","1","1","1","1","1.1","48","0","1","1","1","1","1","","","2005-02","","","2008-01-17 15:14:48"
"489","au","W41S","SN34","KDDI-SN34 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","6.2","228","250","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-01","","","2008-01-17 14:28:25"
"490","au","W41CA","CA33 ","KDDI-CA33 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","6.2","230","323","65536","","1","1","1","1","1.1","100","0","1","1","1","1","0","1","1","2006-02","","","2009-02-08 19:24:30"
"491","au","W41H","HI36 ","KDDI-HI36 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","6.2","230","323","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-02","","","2008-08-07 10:08:02"
"492","au","W41T","TS34 ","KDDI-TS34 UP.Browser/6.2.0.10.2.1 (GUI) MMP/2.0","WAP2.0","6.2","229","224","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-02","","","2008-10-09 10:57:47"
"493","au","W41SA","SA36 ","KDDI-SA36 UP.Browser/6.2.0.10.2.1 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-02","","","2008-04-28 17:57:09"
"494","au","W41K","KC35","KDDI-KC35 UP.Browser/6.2.0.10.2.2 (GUI) MMP/2.0","WAP2.0","6.2","232","245","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-03","","","2008-01-17 14:28:25"
"495","au","W42K","KC36","KDDI-KC36 UP.Browser/6.2.0.10.2.2 (GUI) MMP/2.0","WAP2.0","6.2","232","245","262144","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-06","","","2008-01-17 18:54:38"
"496","au","W42S","SN36 ","KDDI-SN36 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","6.2","228","250","262144","","1","1","1","1","1.1","100","0","1","1","1","1","0","1","","2006-06","","","2009-05-28 12:21:38"
"497","au","W43T","TS36","KDDI-TS36 UP.Browser/6.2.0.10.2.1 (GUI) MMP/2.0","WAP2.0","6.2","229","244","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-04","","","2008-01-17 14:28:25"
"498","au","neon","TS35","KDDI-TS35 UP.Browser/6.2.0.10.2.1 (GUI) MMP/2.0","WAP2.0","6.2","229","244","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","0","1","2006-02","","","2009-09-09 19:56:38"
"499","au","W44T/T II/T III","TS37 ","KDDI-TS37 UP.Browser/6.2.0.10.3.3.1 (GUI) MMP/2.0","WAP2.0","6.2","229","268","65536","","0","0","0","1","1.1","100","0","1","1","1","1","1","0","","2006-06","","","2009-01-28 19:11:52"
"500","au","W42H","HI37 ","KDDI-HI37 UP.Browser/6.2.0.10.3.3 (GUI) MMP/2.0","WAP2.0","6.2","232","243","65536","","1","1","1","1","1.1","100","0","1","1","1","1","0","1","","2006-07","","","2009-06-19 12:39:46"
"501","au","W42CA","CA34 ","KDDI-CA34 UP.Browser/6.2.0.10.3.3 (GUI) MMP/2.0","WAP2.0","6.2","232","243","65536","","1","1","1","1","1.1","100","0","1","1","1","1","0","1","","2006-06","","","2009-07-21 23:58:15"
"502","au","W41SH","SH31","KDDI-SH31 UP.Browser/6.2.0.10.3.5 (GUI) MMP/2.0","WAP2.0","6.2","229","315","262144","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-10","","","2008-01-17 18:54:38"
"503","au","W42SA","ST31 ","KDDI-ST31 UP.Browser/6.2.0.11.1.2.2e (GUI) MMP/2.0","WAP2.0","6.2","235","234","262144","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2006-10","","","2009-07-30 10:04:51"
"504","au","W43K","KC37","KDDI-KC37 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","232","237","262144","","1","1","1","1","2.0","100","0","1","1","0","1","1","","","2006-10","","","2008-01-17 18:54:38"
"505","au","W43S","SN37","KDDI-SN37 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","228","368","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2006-09","","","2008-01-17 18:54:38"
"506","au","W43H/H II","HI38 ","KDDI-HI38 UP.Browser/6.2.0.11.1.3.110 (GUI) MMP/2.0","WAP2.0","6.2","232","315","262144","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2006-09","W43H IIは2007年1月発売","","2009-05-21 14:53:27"
"507","au","W43CA","CA35","KDDI-CA35 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","232","315","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2006-09","","","2008-01-17 14:28:25"
"508","au","W45T","TS38 ","KDDI-TS38 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","229","268","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2006-09","","","2008-08-25 15:15:55"
"509","au","W43SA","SA38 ","KDDI-SA38 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","232","266","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2006-11","","","2008-04-08 16:43:42"
"510","au","W44S","SN38","KDDI-SN38 UP.Browser/6.2.0.11.2 (GUI) MMP/2.0","WAP2.0","6.2","228","345","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2006-12","","","2008-01-17 18:54:38"
"511","au","W47T","TS3A","KDDI-TS3A UP.Browser/6.2.0.11.2 (GUI) MMP/2.0","WAP2.0","6.2","240","268","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2006-12","","","2008-03-08 12:10:12"
"512","au","DRAPE","TS39","KDDI-TS39 UP.Browser/6.2.0.11.2 (GUI) MMP/2.0","WAP2.0","6.2","229","225","65536","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2006-12","","","2009-02-20 11:25:59"
"513","au","W51K","KC39","KDDI-KC39 UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","232","323","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","","1","2007-02","","","2009-09-17 12:46:44"
"514","au","W51P","MA31","KDDI-MA31 UP.Browser/6.2.0.11.1.4 (GUI) MMP/2.0","WAP2.0","6.2","232","323","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","","1","2007-02","","","2009-09-17 12:47:45"
"515","au","W51CA","CA37 ","KDDI-CA37 UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","232","323","260000","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","1","2007-02","","","2009-09-17 12:45:31"
"516","au","W51H","HI39 ","KDDI-HI39 UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","232","323","65536","","1","1","1","1","2.0","100","0","1","1","1","1","","1","1","2007-02","","","2009-09-17 12:47:09"
"517","au","W51SA","SA39 ","KDDI-SA39 UP.Browser/6.2.0.12.1.4 (GUI) MMP/2.0","WAP2.0","6.2","228","243","262144","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","1","2007-02","","","2009-09-17 12:46:18"
"518","au","W51T","TS3B","KDDI-TS3B UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","229","245","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","","1","2007-02","","","2009-09-17 12:47:25"
"519","au","W52T","TS3C","KDDI-TS3C UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","229","325","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","1","2007-02","","","2008-03-03 20:48:06"
"520","au","W51S","SN39 ","KDDI-SN39 UP.Browser/6.2.0.11.2.1 (GUI) MMP/2.0","WAP2.0","6.2","228","345","260000","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","1","2007-02","","","2009-09-17 12:48:11"
"521","au","W51SH","SH32 ","KDDI-SH32 UP.Browser/6.2.0.11.2.1 (GUI) MMP/2.0","WAP2.0","6.2","229","323","260000","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","1","2007-03","","","2009-09-17 12:44:38"
"522","au","MEDIA SKIN","KC3A","KDDI-KC3A UP.Browser/6.2.0.12.1.4 (GUI) MMP/2.0","WAP2.0","6.2","232","245","262144","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","1","2007-03","","","2009-09-28 15:42:59"
"523","au","B01K","KC26","KDDI-KC26 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","234","266","262144","","1","1","1","0","","","0","1","1","1","1","1","","","2006-03","","","2008-01-17 14:28:25"
"524","au","E02SA","SA37","KDDI-SA37 UP.Browser/6.2.0.10.3.3 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-07","","","2008-01-17 14:28:25"
"525","au","E03CA","CA36 ","KDDI-CA36 UP.Browser/6.2.0.10.3.3 (GUI) MMP/2.0","WAP2.0","6.2","232","243","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-12","","","2009-07-17 20:51:01"
"526","au","W52H","HI3A ","KDDI-HI3A UP.Browser/6.2.0.13.1.4 (GUI) MMP/2.0","WAP2.0","6.2","232","323","260000","","1","1","1","1","2.0","100","1","1","1","1","1","1","1","","2007-06","作成中","","2009-11-10 15:05:37"
"527","au","W52SA","SA3A ","KDDI-SA3A UP.Browser/6.2.0.13.1.4 (GUI) MMP/2.0","WAP2.0","6.2","240","348","","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-06","作成中","","2009-04-25 17:31:49"
"528","au","W53T","TS3D","KDDI-TS3D UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","229","325","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2007-06","作成中","","2008-01-17 14:28:25"
"529","au","W52S","SN3A ","KDDI-SN3A UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","228","345","260000","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2007-06","","","2008-10-29 11:08:05"
"530","au","W52P","MA32 ","KDDI-MA32 UP.Browser/6.2.0.12.1.4 (GUI) MMP/2.0","WAP2.0","6.2","232","323","65000","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-06","作成中","","2009-08-13 13:16:14"
"531","au","W52CA","CA38 ","KDDI-CA38 UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","232","323","260000","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2007-06","作成中","","2008-04-15 19:26:43"
"532","au","W52SH","SH33 ","KDDI-SH33 UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","229","323","260000","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-07","作成中","","2009-10-26 13:02:16"
"533","au","W54T","TS3E ","KDDI-TS3E UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","229","325","65536","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","1","2007-07","作成中","","2009-09-03 14:42:48"
"534","au","W53SA","ST32","KDDI-ST32 UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","228","323","","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2007-07","作成中","","2008-01-17 14:28:25"
"535","au","W53CA","CA39 ","KDDI-CA39 UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","232","323","65000","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","1","2007-08","","","2009-09-17 12:54:11"
"536","au","W53S","SN3B ","KDDI-SN3B UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","228","345","260000","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","1","2007-10","","","2009-09-17 12:49:50"
"537","au","W53K","KC3B ","KDDI-KC3B UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","6.2","240","325","262144","","1","1","1","1","2.0","100","","","1","1","1","0","1","1","2007-11","","","2009-09-17 12:50:43"
"538","au","INFOBAR 2","ST33","KDDI-ST33 UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","6.2","228","323","262144","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","1","2007-12","","","2009-06-23 13:20:50"
"539","au","W44K/K II","KC38","KDDI-KC38 UP.Browser/6.2.0.11.1.2.2e (GUI) MMP/2.0","WAP2.0","6.2","232","245","","","1","1","1","1","2.0","100","","","1","1","1","0","1","","2006-11","W44K IIは2007年6月発売","作成中","2009-07-21 21:30:11"
"540","au","W44K IIカメラなしモデル","KC3E","KDDI-KC3E UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","232","245","","","1","1","1","1","2.0","100","","","1","1","1","1","1","","2007-10","作成中","","2008-02-03 21:01:03"
"541","au","W53H","HI3B","KDDI-HI3B UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","6.2","232","323","260000","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2007-12","","","2009-10-20 17:11:33"
"542","au","W55T","TS3G","KDDI-TS3G UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","6.2","229","245","65536","","1","1","1","1","2.0","","","1","1","1","1","1","1","1","2007-12","","","2009-07-02 13:48:05"
"543","au","W56T","TS3H","KDDI-TS3H UP.Browser/6.2_7.2.7.1.K.1.400 (GUI) MMP/2.0","WAP2.0","","233","331","65536","","1","1","1","1","2.0","","","1","1","1","1","1","1","1","2008-02","","","2009-11-02 10:19:50"
"544","au","W54S","SN3C","KDDI-SN3C UP.Browser/6.2_7.2.7.1.K.1.400 (GUI) MMP/2.0","WAP2.0","","233","331","65536","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-02","","","2009-09-17 12:53:32"
"545","au","W61SH","SH34","KDDI-SH34 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","","229","323","260000","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-01","","","2009-11-25 12:22:47"
"546","au","W61CA","CA3A","KDDI-CA3A UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","","232","323","260000","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-02","","","2009-09-27 10:36:58"
"547","au","W61K","KC3D","KDDI-KC3D UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","","240","325","262144","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-02","","","2009-06-09 12:00:08"
"548","au","W61P","MA33","KDDI-MA33 UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","","232","323","260000","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-02","","","2009-11-21 15:17:56"
"549","au","W62SA","ST34","KDDI-ST34 UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","","228","323","262144","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-03","","","2009-07-24 14:09:39"
"550","au","W54SA","SA3B","KDDI-SA3B UP.Browser/6.2_7.2.7.1.K.1.5.108 (GUI) MMP/2.0","WAP2.0","","230","323","262144","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-03","","","2009-02-20 11:50:08"
"551","au","W61PT","PT33","KDDI-PT33 UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","","230","240","65536","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-03","","","2008-04-03 11:50:09"
"552","au","W62S","SN3E","KDDI-SN3E UP.Browser/6.2.0.13.2 (GUI) MMP/2.0","WAP2.0","","228","345","242144","","1","1","1","1","2.0","","","","1","1","1","1","1","1","2008-03","","","2008-12-24 02:25:45"
"553","au","TS01","SYT1","UP.Browser/3.03-SYT1 UP.Link/3.4.5.6","WAP1.0","3","128","96","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-11","","","2008-01-17 14:28:23"
"554","au","TT01","TST1","UP.Browser/3.03-TST1 UP.Link/3.4.4","WAP1.0","3","120","84","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","1999-12","","","2008-01-17 14:28:24"
"555","au","TK01","KCT1","UP.Browser/3.04-KCT1 UP.Link/3.4.4","WAP1.0","3","121","94","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-01","","","2008-01-17 14:28:24"
"556","au","TK02","KCT2","UP.Browser/3.03-KCT2/KCT3 UP.Link/3.4.5.6","WAP1.0","3","121","94","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-01","","","2008-01-17 14:28:24"
"557","au","TK0K","KCT3","UP.Browser/3.03-KCT3 UP.Link/3.4.4","WAP1.0","3","121","94","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-10","","","2008-01-17 14:28:24"
"558","au","TT02","TST2","UP.Browser/3.04-TST2 UP.Link/3.4.4","WAP1.0","3","120","84","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-05","","","2008-01-17 14:28:24"
"559","au","TP01","MAT1/MAT2","UP.Browser/3.04-MAT1/MAT2 UP.Link/3.4.4","WAP1.0","3","122","78","2","1.4","0","0","0","0","","","0","0","0","1","1","1","","","2000-05","","","2008-01-17 14:28:24"
"560","au","TS02","SYT2","UP.Browser/3.04-SYT2 UP.Link/3.4.4","WAP1.0","3","96","72","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-08","","","2008-01-17 14:28:24"
"561","au","TK03","KCT4","UP.Browser/3.04-KCT4 UP.Link/3.4.4","WAP1.0","3","96","104","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-08","","","2008-01-17 14:28:24"
"562","au","TK04","KCT5","UP.Browser/3.04-KCT5 UP.Link/3.4.4","WAP1.0","3","96","104","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-10","","","2008-01-17 14:28:24"
"563","au","TT03","TST3","UP.Browser/3.04-TST3 UP.Link/3.4.5.6","WAP1.0","3","120","117","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-11","","","2008-01-17 14:28:24"
"564","au","TK05","KCT6","UP.Browser/3.04-KCT6 UP.Link/3.4.4","WAP1.0","3","96","104","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2000-12","","","2008-01-17 14:28:24"
"565","au","TP11","MAT3","UP.Browser/3.04-MAT3 UP.Link/3.4.4","WAP1.0","3","96","94","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-03","","","2008-01-17 14:28:24"
"566","au","TD11","MIT1","UP.Browser/3.04-MIT1 UP.Link/3.4.4","WAP1.0","3","120","117","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-04","","","2008-01-17 14:28:24"
"567","au","TK11","KCT7","UP.Browser/3.04-KCT7 UP.Link/3.2.1.2","WAP1.0","3","96","104","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-06","","","2008-01-17 14:28:24"
"568","au","TS11","SYT3","UP.Browser/3.04-SYT3 UP.Link/3.4.4","WAP1.0","3","120","128","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2001-10","","","2008-01-17 14:28:24"
"569","au","TK12","KCT8","UP.Browser/3.04-KCT8 UP.Link/3.4.4","WAP1.0","3","120","137","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2001-10","","","2008-01-17 14:28:24"
"570","au","TT11","TST4","UP.Browser/3.04-TST4 UP.Link/3.4.4","WAP1.0","3","120","129","65636","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2001-10","","","2008-01-17 14:28:24"
"571","au","TS31","SYT4","UP.Browser/3.04-SYT4 UP.Link/3.2.1.2","WAP1.0","3","120","108","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2003-03","","","2008-01-17 14:28:24"
"572","au","TT21","TST5","UP.Browser/3.04-TST5 UP.Link/3.4.5.6","WAP1.0","3","140","133","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-03","","","2008-01-17 14:28:24"
"573","au","TK21","KCT9","UP.Browser/3.04-KCT9 UP.Link/3.4.5.6","WAP1.0","3","120","137","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-07","","","2008-01-17 14:28:24"
"574","au","TT22","TST6","UP.Browser/3.04-TST6 UP.Link/3.2.1.2","WAP1.0","3","140","120","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-10","","","2008-01-17 14:28:24"
"575","au","TK22","KCTA","UP.Browser/3.04-KCTA UP.Link/3.2.1.2","WAP1.0","3","120","137","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2002-11","","","2008-01-17 14:28:24"
"576","au","TK23","KCTB","UP.Browser/3.04-KCTB UP.Link/3.2.1.2","WAP1.0","3","120","137","256","7.5","0","0","1","0","","","0","0","0","1","1","1","","","2003-02","","","2008-01-17 14:28:24"
"577","au","TK31","KCTC","UP.Browser/3.04-KCTC UP.Link/3.2.1.2","WAP1.0","3","120","137","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2003-10","","","2008-01-17 14:28:24"
"578","au","TT31","TST7","UP.Browser/3.04-TST7 UP.Link/3.2.1.2","WAP1.0","3","140","120","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2003-06","","","2008-01-17 14:28:24"
"579","au","TT32","TST8","UP.Browser/3.04-TST8 UP.Link/3.2.1.2","WAP1.0","3","140","120","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2003-11","","","2008-01-17 14:28:24"
"580","au","TK40","KCTD","UP.Browser/3.04-KCTD UP.Link/3.2.1.2","WAP1.0","3","120","137","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2004-02","","","2008-01-17 14:28:24"
"581","au","TS41","SYT5","UP.Browser/3.04-SYT5 UP.Link/3.2.1.2","WAP1.0","3","132","144","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2004-01","","","2008-01-17 14:28:24"
"582","au","TK41","KCU1","KDDI-KCU1 UP.Browser/6.2.0.5.1 (GUI) MMP/2.0","WAP2.0","6.2","114","137","65536","","1","1","1","0","","","0","0","1","1","1","1","","","2004-03","","","2008-01-17 14:28:24"
"583","au","TT51","TST9","UP.Browser/3.04-TST9 UP.Link/3.2.1.2","WAP1.0","3","120","112","262144","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2005-03","","","2008-01-17 14:28:24"
"584","au","TK51","KCTE","UP.Browser/3.04-KCTE UP.Link/3.4.5.9","WAP1.0","3","120","137","65536","7.5","0","1","1","0","","","0","0","0","1","1","1","","","2005-08","","","2009-11-28 16:53:26"
"585","au","A5011HMC","HI22","KDDI-HI22 UP.Browser/6.0.8.1 (GUI) MMP/1.1","不明","","125","144","","","","","","","","","","","","","","","","","0000-00","","","2008-12-24 02:25:43"
"586","au","A5502K","KC24","KDDI-KC24 UP.Browser/6.2.0.5.1 (GUI) MMP/2.0","不明","","234","262","","","","","","","","","","","","","","","","","2004-02","","","2008-12-24 02:25:44"
"587","au","A5502Kソフト改修済み","KC25","KDDI-KC25 UP.Browser/6.2.0.5.1 (GUI) MMP/2.0","不明","","234","262","","","","","","","","","","","","","","","","","2004-02","","","2008-12-24 02:25:44"
